Tarih,TP_MK_F_SINAI
2008-11-07,214.07
2008-11-08,348.44
2008-11-09,310.77
2008-11-10,214.25
2008-11-11,209.47
2008-11-12,
2008-11-13,199.06
2008-11-14,201.08
2008-11-17,196.96
2008-11-18,186.28
2008-11-19,181.68
2008-11-20,165.59
2008-11-21,172.14
2008-11-24,180.85
2008-11-25,189.6
2008-11-26,186.75
2008-11-27,191.48
2008-11-28,190.84
2008-12-01,189.51
2008-12-02,182.0
2008-12-03,183.08
2008-12-04,185.85
2008-12-05,184.46
2008-12-06,340.06
2008-12-08,346.26
2008-12-09,305.91
2008-12-10,
2008-12-11,204.44
2008-12-12,185.53
2008-12-15,189.56
2008-12-16,192.76
2008-12-17,196.56
2008-12-18,194.39
2008-12-19,189.03
2008-12-22,187.96
2008-12-23,188.26
2008-12-24,188.38
2008-12-25,187.94
2008-12-26,190.29
2008-12-29,194.93
2008-12-30,194.57
2008-12-31,198.42
2009-01-01,
2009-01-02,199.55
2009-01-04,200.94
2009-01-05,
2009-01-06,264.38
2009-01-07,280.89
2009-01-08,202.96
2009-01-09,336.6
2009-01-10,351.65
2009-01-12,337.81
2009-01-13,193.55
2009-01-14,196.28
2009-01-15,190.25
2009-01-16,194.15
2009-01-19,192.57
2009-01-20,186.46
2009-01-21,182.36
2009-01-22,186.69
2009-01-23,181.74
2009-01-26,186.04
2009-01-27,190.72
2009-01-28,198.51
2009-01-29,197.99
2009-01-30,192.33
2009-02-01,199.55
2009-02-02,190.31
2009-02-03,189.3
2009-02-04,202.68
2009-02-05,194.83
2009-02-06,268.79
2009-02-07,281.75
2009-02-09,199.55
2009-02-10,198.5
2009-02-11,195.44
2009-02-12,345.7
2009-02-13,196.8
2009-02-16,191.92
2009-02-17,190.3
2009-02-18,182.92
2009-02-19,187.55
2009-02-20,184.9
2009-02-23,188.27
2009-02-24,185.25
2009-02-25,190.78
2009-02-26,191.77
2009-02-27,190.2
2009-03-02,189.24
2009-03-03,190.29
2009-03-04,193.87
2009-03-05,193.35
2009-03-06,187.09
2009-03-07,277.24
2009-03-08,305.69
2009-03-09,328.73
2009-03-10,190.53
2009-03-11,333.4
2009-03-12,184.54
2009-03-13,190.72
2009-03-16,190.4
2009-03-17,189.32
2009-03-18,189.28
2009-03-19,190.7
2009-03-20,191.24
2009-03-23,194.87
2009-03-24,196.82
2009-03-25,195.62
2009-03-26,198.06
2009-03-27,198.93
2009-03-30,195.57
2009-03-31,199.74
2009-04-01,200.94
2009-04-02,193.3
2009-04-03,204.0
2009-04-05,232.56
2009-04-06,265.55
2009-04-07,200.4
2009-04-08,310.08
2009-04-09,204.99
2009-04-10,210.65
2009-04-11,337.4
2009-04-12,356.75
2009-04-13,212.64
2009-04-14,211.12
2009-04-15,209.7
2009-04-16,214.62
2009-04-17,216.53
2009-04-20,217.55
2009-04-21,212.62
2009-04-22,214.84
2009-04-23,
2009-04-24,215.46
2009-04-27,217.85
2009-04-28,219.51
2009-04-29,225.69
2009-04-30,230.1
2009-05-01,204.93
2009-05-02,194.83
2009-05-03,193.35
2009-05-04,232.56
2009-05-05,241.88
2009-05-06,245.13
2009-05-07,247.08
2009-05-08,316.53
2009-05-10,347.61
2009-05-11,240.25
2009-05-12,244.68
2009-05-13,247.22
2009-05-14,241.39
2009-05-15,246.43
2009-05-18,246.37
2009-05-19,
2009-05-20,251.64
2009-05-21,254.42
2009-05-22,255.18
2009-05-25,254.51
2009-05-26,252.95
2009-05-27,257.51
2009-05-28,256.66
2009-05-29,259.1
2009-06-01,208.84
2009-06-02,268.79
2009-06-03,187.09
2009-06-04,265.55
2009-06-05,245.13
2009-06-07,275.61
2009-06-08,263.24
2009-06-09,261.01
2009-06-10,266.38
2009-06-11,347.62
2009-06-12,272.09
2009-06-15,270.95
2009-06-16,272.43
2009-06-17,271.69
2009-06-18,272.85
2009-06-19,277.29
2009-06-22,277.53
2009-06-23,274.15
2009-06-24,279.98
2009-06-25,280.72
2009-06-26,281.21
2009-06-29,280.94
2009-06-30,281.31
2009-07-01,280.89
2009-07-02,281.75
2009-07-03,277.24
2009-07-04,200.4
2009-07-05,247.08
2009-07-06,275.61
2009-07-07,279.91
2009-07-08,313.25
2009-07-09,335.91
2009-07-10,273.56
2009-07-12,360.28
2009-07-13,272.94
2009-07-14,276.05
2009-07-15,277.44
2009-07-16,280.22
2009-07-17,282.23
2009-07-20,285.41
2009-07-21,284.74
2009-07-22,287.0
2009-07-23,289.67
2009-07-24,295.03
2009-07-27,295.09
2009-07-28,295.41
2009-07-29,295.33
2009-07-30,297.72
2009-07-31,304.56
2009-08-01,202.96
2009-08-03,305.69
2009-08-04,200.68
2009-08-05,235.23
2009-08-06,308.3
2009-08-07,277.2
2009-08-09,331.98
2009-08-10,353.52
2009-08-11,319.09
2009-08-12,310.8
2009-08-13,323.13
2009-08-14,323.54
2009-08-17,314.63
2009-08-18,319.05
2009-08-19,320.61
2009-08-20,327.53
2009-08-21,328.3
2009-08-24,332.4
2009-08-25,339.65
2009-08-26,341.59
2009-08-27,341.35
2009-08-28,345.49
2009-08-31,342.87
2009-09-01,336.6
2009-09-02,333.33
2009-09-03,328.73
2009-09-04,204.99
2009-09-06,261.01
2009-09-07,335.91
2009-09-08,331.98
2009-09-09,326.16
2009-09-10,354.7
2009-09-11,350.07
2009-09-12,360.66
2009-09-14,341.82
2009-09-15,342.14
2009-09-16,344.97
2009-09-17,347.45
2009-09-18,348.55
2009-09-21,
2009-09-22,
2009-09-23,355.11
2009-09-24,352.82
2009-09-25,351.23
2009-09-28,350.26
2009-09-29,354.64
2009-09-30,357.7
2009-10-01,351.65
2009-10-02,198.5
2009-10-03,190.53
2009-10-04,210.65
2009-10-05,347.61
2009-10-06,354.66
2009-10-07,355.58
2009-10-08,320.27
2009-10-09,354.7
2009-10-11,351.67
2009-10-12,359.84
2009-10-13,358.66
2009-10-14,363.27
2009-10-15,367.68
2009-10-16,367.53
2009-10-19,365.91
2009-10-20,370.22
2009-10-21,371.51
2009-10-22,373.93
2009-10-23,377.3
2009-10-26,373.65
2009-10-27,373.83
2009-10-28,360.34
2009-10-29,
2009-10-30,361.34
2009-11-02,195.44
2009-11-03,333.4
2009-11-04,337.4
2009-11-05,341.87
2009-11-06,347.62
2009-11-08,319.09
2009-11-09,350.07
2009-11-10,351.67
2009-11-11,355.38
2009-11-12,353.13
2009-11-13,355.1
2009-11-16,355.23
2009-11-17,352.64
2009-11-18,344.93
2009-11-19,340.26
2009-11-20,339.96
2009-11-23,328.27
2009-11-24,336.18
2009-11-25,335.94
2009-11-26,336.19
2009-11-27,
2009-11-30,
2009-12-01,337.81
2009-12-02,345.7
2009-12-03,351.71
2009-12-04,356.75
2009-12-05,244.68
2009-12-06,272.09
2009-12-07,360.28
2009-12-08,365.35
2009-12-09,360.66
2009-12-10,359.84
2009-12-11,353.13
2009-12-14,361.01
2009-12-15,361.42
2009-12-16,362.76
2009-12-17,362.09
2009-12-18,361.89
2009-12-21,366.14
2009-12-22,370.99
2009-12-23,371.6
2009-12-24,370.97
2009-12-25,370.21
2009-12-28,373.17
2009-12-29,373.48
2009-12-30,372.93
2009-12-31,378.38
2010-01-01,
2010-01-02,411.98
2010-01-03,398.12
2010-01-04,378.22
2010-01-05,388.95
2010-01-06,392.65
2010-01-07,407.05
2010-01-08,397.71
2010-01-09,445.01
2010-01-10,488.99
2010-01-11,397.88
2010-01-12,395.61
2010-01-13,397.1
2010-01-14,401.63
2010-01-15,400.52
2010-01-18,402.93
2010-01-19,405.99
2010-01-20,413.93
2010-01-21,410.26
2010-01-22,404.49
2010-01-25,401.19
2010-01-26,398.66
2010-01-27,405.23
2010-01-28,408.6
2010-01-29,405.6
2010-02-01,411.98
2010-02-02,417.46
2010-02-03,405.32
2010-02-04,410.72
2010-02-05,379.91
2010-02-06,405.54
2010-02-07,411.26
2010-02-08,383.32
2010-02-09,381.49
2010-02-10,390.84
2010-02-11,501.32
2010-02-12,497.87
2010-02-15,392.98
2010-02-16,398.02
2010-02-17,405.74
2010-02-18,407.78
2010-02-19,402.36
2010-02-22,412.75
2010-02-23,407.01
2010-02-24,397.58
2010-02-25,395.95
2010-02-26,385.77
2010-03-01,398.12
2010-03-02,405.32
2010-03-03,402.55
2010-03-04,401.83
2010-03-05,404.78
2010-03-06,413.8
2010-03-08,409.71
2010-03-09,451.0
2010-03-10,408.27
2010-03-11,500.48
2010-03-12,410.52
2010-03-15,407.22
2010-03-16,409.67
2010-03-17,415.74
2010-03-18,412.89
2010-03-19,407.92
2010-03-22,409.02
2010-03-23,413.48
2010-03-24,412.17
2010-03-25,416.37
2010-03-26,418.4
2010-03-29,423.25
2010-03-30,424.82
2010-03-31,424.98
2010-04-01,378.22
2010-04-02,410.72
2010-04-03,401.83
2010-04-05,439.03
2010-04-06,430.62
2010-04-07,431.34
2010-04-08,428.22
2010-04-09,433.53
2010-04-10,490.14
2010-04-11,505.19
2010-04-12,434.77
2010-04-13,431.16
2010-04-14,434.12
2010-04-15,435.0
2010-04-16,438.02
2010-04-19,429.75
2010-04-20,438.34
2010-04-21,441.28
2010-04-22,440.75
2010-04-23,
2010-04-26,444.61
2010-04-27,442.88
2010-04-28,434.13
2010-04-29,443.52
2010-04-30,447.44
2010-05-01,388.95
2010-05-02,379.91
2010-05-03,404.78
2010-05-04,432.78
2010-05-05,432.66
2010-05-06,427.14
2010-05-07,407.79
2010-05-08,443.34
2010-05-10,424.05
2010-05-11,422.97
2010-05-12,430.73
2010-05-13,433.71
2010-05-14,423.4
2010-05-17,414.19
2010-05-18,419.02
2010-05-19,
2010-05-20,416.23
2010-05-21,404.03
2010-05-24,405.52
2010-05-25,397.34
2010-05-26,399.59
2010-05-27,404.91
2010-05-28,407.46
2010-05-31,396.54
2010-06-01,389.4
2010-06-02,405.54
2010-06-03,413.8
2010-06-04,430.62
2010-06-05,427.14
2010-06-07,413.65
2010-06-08,394.84
2010-06-09,451.34
2010-06-10,399.93
2010-06-11,407.37
2010-06-12,506.75
2010-06-14,408.95
2010-06-15,409.65
2010-06-16,412.45
2010-06-17,418.76
2010-06-18,418.2
2010-06-21,419.86
2010-06-22,417.85
2010-06-23,416.83
2010-06-24,412.87
2010-06-25,413.34
2010-06-28,418.88
2010-06-29,413.8
2010-06-30,414.43
2010-07-01,407.05
2010-07-02,411.26
2010-07-04,431.34
2010-07-05,407.79
2010-07-06,395.48
2010-07-07,413.32
2010-07-08,421.56
2010-07-09,423.68
2010-07-10,495.66
2010-07-12,512.77
2010-07-13,427.31
2010-07-14,424.94
2010-07-15,424.33
2010-07-16,422.27
2010-07-19,423.69
2010-07-20,426.42
2010-07-21,428.2
2010-07-22,429.0
2010-07-23,430.87
2010-07-26,429.64
2010-07-27,433.53
2010-07-28,435.46
2010-07-29,434.41
2010-07-30,432.04
2010-08-01,397.71
2010-08-02,436.16
2010-08-03,440.97
2010-08-04,442.15
2010-08-05,443.34
2010-08-06,445.15
2010-08-07,421.56
2010-08-09,447.84
2010-08-10,443.0
2010-08-11,507.94
2010-08-12,436.09
2010-08-13,436.6
2010-08-16,435.51
2010-08-17,439.63
2010-08-18,438.71
2010-08-19,439.84
2010-08-20,436.27
2010-08-23,433.65
2010-08-24,434.03
2010-08-25,436.97
2010-08-26,437.37
2010-08-27,439.58
2010-08-30,
2010-08-31,438.87
2010-09-01,445.01
2010-09-02,381.49
2010-09-03,411.68
2010-09-04,433.53
2010-09-06,451.34
2010-09-07,450.03
2010-09-08,447.84
2010-09-09,
2010-09-10,
2010-09-11,512.86
2010-09-12,510.13
2010-09-13,458.14
2010-09-14,461.82
2010-09-15,466.63
2010-09-16,469.14
2010-09-17,475.0
2010-09-20,472.52
2010-09-21,475.3
2010-09-22,473.89
2010-09-23,472.74
2010-09-24,476.08
2010-09-27,481.24
2010-09-28,482.33
2010-09-29,487.31
2010-09-30,486.94
2010-10-01,488.99
2010-10-02,390.84
2010-10-03,408.27
2010-10-04,490.14
2010-10-05,424.05
2010-10-06,498.04
2010-10-07,495.66
2010-10-08,443.0
2010-10-09,
2010-10-11,514.42
2010-10-12,505.61
2010-10-13,508.56
2010-10-14,506.45
2010-10-15,503.82
2010-10-18,507.19
2010-10-19,507.69
2010-10-20,504.39
2010-10-21,504.4
2010-10-22,508.36
2010-10-25,512.86
2010-10-26,512.62
2010-10-27,511.24
2010-10-28,504.64
2010-10-29,
2010-11-01,397.88
2010-11-02,501.32
2010-11-03,411.23
2010-11-04,505.19
2010-11-05,511.57
2010-11-06,407.37
2010-11-08,436.77
2010-11-09,512.86
2010-11-10,503.25
2010-11-11,511.07
2010-11-12,505.18
2010-11-15,509.65
2010-11-16,
2010-11-17,
2010-11-18,
2010-11-19,
2010-11-22,509.3
2010-11-23,495.69
2010-11-24,482.59
2010-11-25,488.76
2010-11-26,483.63
2010-11-29,480.98
2010-11-30,479.42
2010-12-01,491.01
2010-12-02,497.87
2010-12-03,410.52
2010-12-04,434.77
2010-12-05,430.73
2010-12-06,506.75
2010-12-07,422.85
2010-12-08,512.1
2010-12-09,510.13
2010-12-10,505.61
2010-12-11,505.18
2010-12-13,505.05
2010-12-14,511.64
2010-12-15,510.21
2010-12-16,510.42
2010-12-17,511.43
2010-12-20,497.64
2010-12-21,502.56
2010-12-22,509.73
2010-12-23,513.42
2010-12-24,515.57
2010-12-27,516.13
2010-12-28,524.52
2010-12-29,521.05
2010-12-30,525.69
2010-12-31,528.88
2011-01-02,529.29
2011-01-03,511.98
2011-01-04,543.34
2011-01-05,543.08
2011-01-06,551.85
2011-01-07,549.89
2011-01-08,547.76
2011-01-09,
2011-01-10,548.19
2011-01-11,551.22
2011-01-12,554.07
2011-01-13,554.29
2011-01-14,557.43
2011-01-17,551.38
2011-01-18,559.0
2011-01-19,560.69
2011-01-20,558.75
2011-01-21,550.97
2011-01-24,550.35
2011-01-25,547.51
2011-01-26,549.34
2011-01-27,551.02
2011-01-28,531.15
2011-01-31,518.61
2011-02-01,529.29
2011-02-02,537.44
2011-02-03,533.47
2011-02-04,518.34
2011-02-05,618.21
2011-02-06,556.48
2011-02-07,530.65
2011-02-08,532.5
2011-02-09,468.37
2011-02-10,530.29
2011-02-11,527.91
2011-02-12,498.81
2011-02-14,535.2
2011-02-15,533.12
2011-02-16,534.42
2011-02-17,536.37
2011-02-18,534.95
2011-02-21,531.7
2011-02-22,524.44
2011-02-23,523.65
2011-02-24,496.07
2011-02-25,505.62
2011-02-28,510.2
2011-03-01,511.98
2011-03-02,533.47
2011-03-03,505.2
2011-03-04,511.23
2011-03-05,616.08
2011-03-06,556.78
2011-03-07,508.41
2011-03-08,535.37
2011-03-09,511.63
2011-03-10,506.44
2011-03-11,509.42
2011-03-14,526.22
2011-03-15,518.77
2011-03-16,530.94
2011-03-17,525.36
2011-03-18,526.79
2011-03-21,537.74
2011-03-22,541.73
2011-03-23,542.61
2011-03-24,541.72
2011-03-25,546.2
2011-03-28,545.43
2011-03-29,543.65
2011-03-30,551.73
2011-03-31,555.47
2011-04-01,543.34
2011-04-02,518.34
2011-04-03,511.23
2011-04-04,559.31
2011-04-05,616.21
2011-04-06,567.54
2011-04-07,553.22
2011-04-08,573.03
2011-04-10,500.55
2011-04-11,516.65
2011-04-12,571.54
2011-04-13,577.97
2011-04-14,575.3
2011-04-15,579.09
2011-04-18,584.23
2011-04-19,574.77
2011-04-20,587.06
2011-04-21,591.75
2011-04-22,594.33
2011-04-25,597.62
2011-04-26,600.03
2011-04-27,600.79
2011-04-28,601.01
2011-04-29,608.02
2011-05-01,543.08
2011-05-02,618.21
2011-05-03,616.08
2011-05-04,563.29
2011-05-05,610.26
2011-05-06,601.95
2011-05-07,556.21
2011-05-08,488.59
2011-05-09,465.49
2011-05-10,496.99
2011-05-11,587.14
2011-05-12,503.02
2011-05-13,581.7
2011-05-16,565.1
2011-05-17,572.83
2011-05-18,573.93
2011-05-19,
2011-05-20,563.7
2011-05-23,555.56
2011-05-24,560.85
2011-05-25,566.44
2011-05-26,567.76
2011-05-27,555.17
2011-05-30,552.87
2011-05-31,550.54
2011-06-01,551.85
2011-06-02,556.48
2011-06-03,556.78
2011-06-04,567.54
2011-06-05,601.95
2011-06-06,560.53
2011-06-07,554.27
2011-06-08,563.0
2011-06-09,560.97
2011-06-10,559.0
2011-06-12,503.41
2011-06-13,561.26
2011-06-14,555.85
2011-06-15,548.32
2011-06-16,537.12
2011-06-17,539.32
2011-06-20,535.56
2011-06-21,543.57
2011-06-22,543.21
2011-06-23,534.64
2011-06-24,540.53
2011-06-27,534.57
2011-06-28,538.22
2011-06-29,545.83
2011-06-30,549.62
2011-07-01,550.33
2011-07-02,530.65
2011-07-03,508.41
2011-07-04,553.22
2011-07-05,556.21
2011-07-06,554.27
2011-07-07,554.81
2011-07-08,559.52
2011-07-09,476.85
2011-07-10,496.05
2011-07-11,555.49
2011-07-12,548.6
2011-07-13,554.8
2011-07-14,558.03
2011-07-15,554.54
2011-07-18,556.5
2011-07-19,554.59
2011-07-20,549.11
2011-07-21,518.6
2011-07-22,528.19
2011-07-25,523.76
2011-07-26,534.84
2011-07-27,540.66
2011-07-28,541.68
2011-07-29,545.48
2011-08-01,547.76
2011-08-02,532.5
2011-08-03,511.48
2011-08-04,526.12
2011-08-05,488.59
2011-08-06,563.0
2011-08-07,559.52
2011-08-08,454.81
2011-08-09,419.53
2011-08-10,453.47
2011-08-11,
2011-08-12,452.98
2011-08-15,467.79
2011-08-16,462.79
2011-08-17,479.46
2011-08-18,468.01
2011-08-19,448.72
2011-08-22,465.52
2011-08-23,466.77
2011-08-24,461.54
2011-08-25,459.2
2011-08-26,456.3
2011-08-29,457.48
2011-08-30,
2011-08-31,
2011-09-01,
2011-09-02,468.37
2011-09-03,511.63
2011-09-05,465.49
2011-09-06,560.97
2011-09-07,476.85
2011-09-08,480.67
2011-09-09,483.79
2011-09-11,
2011-09-12,494.22
2011-09-13,477.38
2011-09-14,482.84
2011-09-15,481.47
2011-09-16,492.23
2011-09-19,490.93
2011-09-20,495.17
2011-09-21,515.27
2011-09-22,499.47
2011-09-23,487.3
2011-09-26,481.84
2011-09-27,491.7
2011-09-28,497.79
2011-09-29,504.58
2011-09-30,499.85
2011-10-01,548.19
2011-10-02,530.29
2011-10-03,506.44
2011-10-04,500.55
2011-10-05,496.99
2011-10-06,559.0
2011-10-07,496.05
2011-10-08,453.47
2011-10-10,501.36
2011-10-11,503.54
2011-10-12,510.57
2011-10-13,511.63
2011-10-14,506.2
2011-10-17,511.45
2011-10-18,503.74
2011-10-19,512.19
2011-10-20,504.29
2011-10-21,501.95
2011-10-24,508.32
2011-10-25,510.61
2011-10-26,509.32
2011-10-27,515.34
2011-10-28,520.39
2011-10-31,518.5
2011-11-01,503.51
2011-11-02,527.91
2011-11-03,509.42
2011-11-04,516.65
2011-11-05,587.14
2011-11-07,555.49
2011-11-08,445.91
2011-11-09,
2011-11-10,503.54
2011-11-11,509.33
2011-11-14,510.82
2011-11-15,506.34
2011-11-16,511.92
2011-11-17,504.84
2011-11-18,500.49
2011-11-21,491.48
2011-11-22,487.12
2011-11-23,475.29
2011-11-24,473.65
2011-11-25,460.24
2011-11-28,475.87
2011-11-29,478.22
2011-11-30,484.9
2011-12-01,499.95
2011-12-02,498.81
2011-12-04,571.54
2011-12-05,581.91
2011-12-06,503.41
2011-12-07,507.89
2011-12-08,503.58
2011-12-09,471.07
2011-12-10,510.57
2011-12-12,495.21
2011-12-13,492.23
2011-12-14,491.83
2011-12-15,478.9
2011-12-16,481.56
2011-12-19,479.54
2011-12-20,472.18
2011-12-21,488.05
2011-12-22,481.55
2011-12-23,487.53
2011-12-26,488.63
2011-12-27,490.86
2011-12-28,492.06
2011-12-29,481.94
2011-12-30,488.39
2012-01-02,532.05
2012-01-03,555.77
2012-01-04,487.15
2012-01-05,478.64
2012-01-06,479.97
2012-01-08,545.56
2012-01-09,471.04
2012-01-10,571.08
2012-01-11,595.9
2012-01-12,490.48
2012-01-13,497.68
2012-01-16,494.95
2012-01-17,505.71
2012-01-18,506.89
2012-01-19,505.94
2012-01-20,504.31
2012-01-23,508.01
2012-01-24,506.25
2012-01-25,506.43
2012-01-26,513.33
2012-01-27,516.45
2012-01-30,516.64
2012-01-31,527.86
2012-02-01,532.05
2012-02-02,541.13
2012-02-03,543.27
2012-02-04,558.91
2012-02-05,547.35
2012-02-06,541.74
2012-02-07,535.14
2012-02-08,555.44
2012-02-09,562.13
2012-02-10,574.42
2012-02-11,594.81
2012-02-13,555.65
2012-02-14,558.27
2012-02-15,552.27
2012-02-16,547.95
2012-02-17,553.2
2012-02-20,558.64
2012-02-21,554.37
2012-02-22,560.2
2012-02-23,556.89
2012-02-24,553.08
2012-02-27,544.92
2012-02-28,548.07
2012-02-29,552.24
2012-03-01,486.4
2012-03-02,555.58
2012-03-04,562.98
2012-03-05,544.44
2012-03-06,548.64
2012-03-07,540.12
2012-03-08,554.45
2012-03-09,566.31
2012-03-10,576.48
2012-03-12,615.06
2012-03-13,545.03
2012-03-14,551.48
2012-03-15,554.74
2012-03-16,556.3
2012-03-19,556.4
2012-03-20,554.35
2012-03-21,556.91
2012-03-22,556.52
2012-03-23,554.75
2012-03-26,556.12
2012-03-27,565.05
2012-03-28,558.58
2012-03-29,555.46
2012-03-30,556.73
2012-04-01,487.15
2012-04-02,558.91
2012-04-03,562.98
2012-04-04,559.89
2012-04-05,554.9
2012-04-06,505.65
2012-04-07,543.63
2012-04-09,566.63
2012-04-10,536.58
2012-04-11,527.63
2012-04-12,622.08
2012-04-13,534.55
2012-04-16,531.56
2012-04-17,535.86
2012-04-18,536.34
2012-04-19,535.29
2012-04-20,532.38
2012-04-23,
2012-04-24,543.77
2012-04-25,545.88
2012-04-26,541.56
2012-04-27,545.64
2012-04-30,546.07
2012-05-01,
2012-05-02,547.35
2012-05-03,544.44
2012-05-04,554.9
2012-05-06,510.01
2012-05-07,532.85
2012-05-08,538.0
2012-05-09,563.99
2012-05-10,532.68
2012-05-11,535.6
2012-05-12,627.26
2012-05-14,533.51
2012-05-15,526.59
2012-05-16,522.73
2012-05-17,525.48
2012-05-18,516.89
2012-05-21,520.26
2012-05-22,518.43
2012-05-23,515.03
2012-05-24,511.12
2012-05-25,502.24
2012-05-28,501.4
2012-05-29,504.43
2012-05-30,500.82
2012-05-31,505.32
2012-06-01,479.97
2012-06-02,541.74
2012-06-03,548.64
2012-06-04,505.65
2012-06-05,510.01
2012-06-06,511.14
2012-06-07,514.77
2012-06-08,550.44
2012-06-09,566.57
2012-06-11,597.52
2012-06-12,628.6
2012-06-13,526.39
2012-06-14,525.99
2012-06-15,528.25
2012-06-18,527.32
2012-06-19,526.69
2012-06-20,533.42
2012-06-21,527.85
2012-06-22,529.38
2012-06-25,526.4
2012-06-26,521.26
2012-06-27,528.12
2012-06-28,525.17
2012-06-29,528.36
2012-07-02,535.14
2012-07-03,549.73
2012-07-04,543.63
2012-07-05,539.13
2012-07-06,514.77
2012-07-08,548.55
2012-07-09,537.81
2012-07-10,539.34
2012-07-11,539.44
2012-07-12,629.12
2012-07-13,535.82
2012-07-16,535.22
2012-07-17,537.61
2012-07-18,537.53
2012-07-19,536.7
2012-07-20,533.76
2012-07-23,526.43
2012-07-24,527.36
2012-07-25,530.32
2012-07-26,534.77
2012-07-27,543.64
2012-07-30,550.35
2012-07-31,550.32
2012-08-01,545.56
2012-08-02,555.44
2012-08-03,544.85
2012-08-05,538.0
2012-08-06,550.44
2012-08-07,548.55
2012-08-08,549.62
2012-08-09,555.18
2012-08-10,552.6
2012-08-11,588.6
2012-08-13,557.66
2012-08-14,553.45
2012-08-15,549.73
2012-08-16,553.68
2012-08-17,555.14
2012-08-20,
2012-08-21,
2012-08-22,557.5
2012-08-23,561.83
2012-08-24,561.99
2012-08-27,560.0
2012-08-28,565.15
2012-08-29,561.81
2012-08-30,
2012-08-31,561.89
2012-09-01,471.04
2012-09-02,562.13
2012-09-03,546.45
2012-09-04,566.63
2012-09-05,563.99
2012-09-06,566.57
2012-09-07,537.81
2012-09-08,555.18
2012-09-10,568.57
2012-09-11,577.91
2012-09-12,579.34
2012-09-13,581.97
2012-09-14,587.42
2012-09-17,590.17
2012-09-18,586.34
2012-09-19,585.41
2012-09-20,579.05
2012-09-21,585.37
2012-09-24,582.56
2012-09-25,578.59
2012-09-26,581.14
2012-09-27,575.59
2012-09-28,571.08
2012-10-01,478.01
2012-10-02,574.42
2012-10-03,576.48
2012-10-04,560.73
2012-10-05,572.82
2012-10-07,539.34
2012-10-08,552.6
2012-10-09,578.15
2012-10-10,571.99
2012-10-11,576.34
2012-10-12,631.58
2012-10-15,576.88
2012-10-16,580.97
2012-10-17,583.82
2012-10-18,586.8
2012-10-19,586.24
2012-10-22,589.83
2012-10-23,589.83
2012-10-24,589.23
2012-10-25,
2012-10-26,
2012-10-29,
2012-10-30,591.88
2012-10-31,598.78
2012-11-01,595.9
2012-11-02,594.81
2012-11-04,527.63
2012-11-05,591.49
2012-11-06,523.72
2012-11-07,539.44
2012-11-08,588.6
2012-11-09,577.91
2012-11-10,576.34
2012-11-12,638.27
2012-11-13,592.69
2012-11-14,597.34
2012-11-15,592.03
2012-11-16,591.45
2012-11-19,590.63
2012-11-20,594.44
2012-11-21,597.54
2012-11-22,595.74
2012-11-23,591.73
2012-11-26,599.64
2012-11-27,601.49
2012-11-28,606.71
2012-11-29,608.52
2012-11-30,608.28
2012-12-01,490.48
2012-12-03,542.64
2012-12-04,531.49
2012-12-05,627.26
2012-12-06,522.58
2012-12-07,629.12
2012-12-09,579.34
2012-12-10,631.58
2012-12-11,638.27
2012-12-12,635.32
2012-12-13,636.84
2012-12-14,637.1
2012-12-17,630.99
2012-12-18,638.93
2012-12-19,638.28
2012-12-20,637.04
2012-12-21,635.15
2012-12-24,635.2
2012-12-25,637.11
2012-12-26,642.73
2012-12-27,646.63
2012-12-28,644.92
2012-12-31,643.75
2013-01-01,
2013-01-02,652.83
2013-01-03,662.92
2013-01-04,655.14
2013-01-05,
2013-01-07,659.4
2013-01-08,663.03
2013-01-09,658.05
2013-01-10,663.68
2013-01-11,664.08
2013-01-14,667.46
2013-01-15,669.85
2013-01-16,673.96
2013-01-17,681.34
2013-01-18,679.62
2013-01-21,683.76
2013-01-22,681.42
2013-01-23,685.9
2013-01-24,688.12
2013-01-25,691.91
2013-01-28,681.79
2013-01-29,665.21
2013-01-30,670.46
2013-01-31,654.52
2013-02-01,652.83
2013-02-04,667.08
2013-02-05,669.28
2013-02-06,669.45
2013-02-07,664.62
2013-02-08,643.5
2013-02-09,605.44
2013-02-10,655.22
2013-02-11,657.45
2013-02-12,690.93
2013-02-13,656.52
2013-02-14,649.14
2013-02-15,651.06
2013-02-18,648.44
2013-02-19,644.4
2013-02-20,648.01
2013-02-21,653.36
2013-02-22,642.21
2013-02-25,642.57
2013-02-26,643.96
2013-02-27,649.45
2013-02-28,656.47
2013-03-01,662.92
2013-03-04,668.67
2013-03-05,676.5
2013-03-06,677.66
2013-03-07,680.23
2013-03-08,680.46
2013-03-09,598.8
2013-03-10,655.92
2013-03-11,685.05
2013-03-12,676.16
2013-03-13,682.6
2013-03-14,679.77
2013-03-15,682.14
2013-03-18,682.92
2013-03-19,688.62
2013-03-20,683.47
2013-03-21,684.3
2013-03-22,681.48
2013-03-25,690.63
2013-03-26,694.48
2013-03-27,699.28
2013-03-28,709.17
2013-03-29,717.46
2013-04-01,655.14
2013-04-02,667.08
2013-04-03,668.67
2013-04-04,704.4
2013-04-05,696.72
2013-04-06,663.66
2013-04-07,648.77
2013-04-08,687.88
2013-04-09,689.64
2013-04-10,689.93
2013-04-11,692.28
2013-04-12,697.85
2013-04-15,694.75
2013-04-16,696.85
2013-04-17,700.81
2013-04-18,702.81
2013-04-19,694.44
2013-04-22,703.9
