Tarih,TP_MK_F_HIZMET
2008-11-06,217.15
2008-11-07,222.81
2008-11-08,279.56
2008-11-09,255.51
2008-11-10,224.56
2008-11-11,217.12
2008-11-12,
2008-11-13,207.81
2008-11-14,208.28
2008-11-17,203.77
2008-11-18,194.54
2008-11-19,193.73
2008-11-20,180.72
2008-11-21,187.05
2008-11-24,198.26
2008-11-25,201.28
2008-11-26,202.5
2008-11-27,213.26
2008-11-28,214.71
2008-12-01,212.9
2008-12-02,208.34
2008-12-03,210.44
2008-12-04,213.32
2008-12-05,212.54
2008-12-06,276.31
2008-12-08,283.77
2008-12-09,253.67
2008-12-10,
2008-12-11,212.74
2008-12-12,218.12
2008-12-15,221.07
2008-12-16,219.53
2008-12-17,222.41
2008-12-18,221.64
2008-12-19,220.55
2008-12-22,212.36
2008-12-23,216.41
2008-12-24,217.21
2008-12-25,215.72
2008-12-26,217.92
2008-12-29,220.15
2008-12-30,220.05
2008-12-31,219.41
2009-01-01,
2009-01-02,223.6
2009-01-04,225.01
2009-01-05,
2009-01-06,258.34
2009-01-07,276.72
2009-01-08,225.07
2009-01-09,306.95
2009-01-10,332.6
2009-01-12,320.11
2009-01-13,215.05
2009-01-14,220.42
2009-01-15,221.99
2009-01-16,224.53
2009-01-19,227.03
2009-01-20,220.89
2009-01-21,217.55
2009-01-22,226.82
2009-01-23,222.81
2009-01-26,231.21
2009-01-27,232.49
2009-01-28,236.33
2009-01-29,234.31
2009-01-30,233.83
2009-02-01,223.6
2009-02-02,233.15
2009-02-03,232.68
2009-02-04,229.25
2009-02-05,231.99
2009-02-06,260.7
2009-02-07,279.15
2009-02-09,242.52
2009-02-10,240.33
2009-02-11,230.55
2009-02-12,326.19
2009-02-13,235.17
2009-02-16,231.63
2009-02-17,229.38
2009-02-18,223.28
2009-02-19,232.9
2009-02-20,230.95
2009-02-23,233.53
2009-02-24,230.78
2009-02-25,232.68
2009-02-26,228.65
2009-02-27,224.82
2009-03-02,220.92
2009-03-03,217.59
2009-03-04,225.16
2009-03-05,225.37
2009-03-06,215.49
2009-03-07,274.42
2009-03-08,295.21
2009-03-09,297.69
2009-03-10,216.98
2009-03-11,322.17
2009-03-12,213.2
2009-03-13,218.81
2009-03-16,217.53
2009-03-17,215.24
2009-03-18,212.7
2009-03-19,213.51
2009-03-20,215.91
2009-03-23,218.15
2009-03-24,218.34
2009-03-25,217.18
2009-03-26,218.13
2009-03-27,219.81
2009-03-30,219.33
2009-03-31,222.55
2009-04-01,225.01
2009-04-02,235.32
2009-04-03,226.64
2009-04-05,249.75
2009-04-06,258.13
2009-04-07,221.33
2009-04-08,298.21
2009-04-09,228.63
2009-04-10,235.75
2009-04-11,324.66
2009-04-12,341.52
2009-04-13,238.04
2009-04-14,237.52
2009-04-15,232.12
2009-04-16,237.94
2009-04-17,238.8
2009-04-20,235.48
2009-04-21,230.18
2009-04-22,232.46
2009-04-23,
2009-04-24,233.04
2009-04-27,234.37
2009-04-28,233.54
2009-04-29,237.87
2009-04-30,244.41
2009-05-01,228.99
2009-05-02,231.99
2009-05-03,225.37
2009-05-04,249.75
2009-05-05,252.29
2009-05-06,248.87
2009-05-07,253.81
2009-05-08,300.8
2009-05-10,324.61
2009-05-11,249.29
2009-05-12,252.79
2009-05-13,257.7
2009-05-14,255.99
2009-05-15,255.77
2009-05-18,250.6
2009-05-19,
2009-05-20,255.44
2009-05-21,253.92
2009-05-22,255.34
2009-05-25,255.85
2009-05-26,254.71
2009-05-27,255.5
2009-05-28,253.96
2009-05-29,255.78
2009-06-01,235.47
2009-06-02,260.7
2009-06-03,215.49
2009-06-04,258.13
2009-06-05,248.87
2009-06-07,272.45
2009-06-08,257.79
2009-06-09,256.59
2009-06-10,259.0
2009-06-11,330.06
2009-06-12,257.56
2009-06-15,255.7
2009-06-16,257.2
2009-06-17,258.57
2009-06-18,261.38
2009-06-19,265.99
2009-06-22,267.8
2009-06-23,260.96
2009-06-24,263.56
2009-06-25,268.07
2009-06-26,272.58
2009-06-29,276.98
2009-06-30,279.56
2009-07-01,276.72
2009-07-02,279.15
2009-07-03,274.42
2009-07-04,221.33
2009-07-05,253.81
2009-07-06,272.45
2009-07-07,274.68
2009-07-08,293.78
2009-07-09,303.29
2009-07-10,268.17
2009-07-12,344.81
2009-07-13,270.0
2009-07-14,269.28
2009-07-15,268.63
2009-07-16,272.09
2009-07-17,273.94
2009-07-20,277.88
2009-07-21,274.58
2009-07-22,274.17
2009-07-23,272.49
2009-07-24,274.75
2009-07-27,275.48
2009-07-28,275.31
2009-07-29,276.21
2009-07-30,280.37
2009-07-31,287.91
2009-08-01,225.07
2009-08-03,295.21
2009-08-04,223.69
2009-08-05,246.62
2009-08-06,292.75
2009-08-07,272.39
2009-08-09,301.67
2009-08-10,335.29
2009-08-11,306.22
2009-08-12,300.16
2009-08-13,308.83
2009-08-14,304.74
2009-08-17,299.32
2009-08-18,301.98
2009-08-19,301.75
2009-08-20,311.19
2009-08-21,309.73
2009-08-24,314.57
2009-08-25,319.76
2009-08-26,317.93
2009-08-27,314.31
2009-08-28,317.28
2009-08-31,312.14
2009-09-01,306.95
2009-09-02,305.35
2009-09-03,297.69
2009-09-04,228.63
2009-09-06,256.59
2009-09-07,303.29
2009-09-08,301.67
2009-09-09,301.4
2009-09-10,334.14
2009-09-11,329.58
2009-09-12,338.9
2009-09-14,314.65
2009-09-15,311.09
2009-09-16,314.92
2009-09-17,316.81
2009-09-18,316.46
2009-09-21,
2009-09-22,
2009-09-23,329.14
2009-09-24,326.8
2009-09-25,327.45
2009-09-28,327.95
2009-09-29,331.72
2009-09-30,337.33
2009-10-01,332.6
2009-10-02,240.33
2009-10-03,216.98
2009-10-04,235.75
2009-10-05,324.61
2009-10-06,334.86
2009-10-07,332.95
2009-10-08,306.28
2009-10-09,334.14
2009-10-11,331.75
2009-10-12,337.64
2009-10-13,332.08
2009-10-14,339.78
2009-10-15,341.29
2009-10-16,338.78
2009-10-19,339.27
2009-10-20,343.76
2009-10-21,341.34
2009-10-22,343.26
2009-10-23,342.94
2009-10-26,341.06
2009-10-27,342.37
2009-10-28,332.61
2009-10-29,
2009-10-30,336.87
2009-11-02,230.55
2009-11-03,322.17
2009-11-04,324.66
2009-11-05,329.85
2009-11-06,330.06
2009-11-08,306.22
2009-11-09,329.58
2009-11-10,331.75
2009-11-11,332.42
2009-11-12,332.32
2009-11-13,332.89
2009-11-16,333.55
2009-11-17,332.62
2009-11-18,328.28
2009-11-19,325.03
2009-11-20,321.64
2009-11-23,316.46
2009-11-24,319.01
2009-11-25,317.25
2009-11-26,318.84
2009-11-27,
2009-11-30,
2009-12-01,320.11
2009-12-02,326.19
2009-12-03,335.7
2009-12-04,341.52
2009-12-05,252.79
2009-12-06,257.56
2009-12-07,344.81
2009-12-08,347.58
2009-12-09,338.9
2009-12-10,337.64
2009-12-11,332.32
2009-12-14,343.52
2009-12-15,347.15
2009-12-16,348.22
2009-12-17,346.07
2009-12-18,343.47
2009-12-21,349.11
2009-12-22,352.09
2009-12-23,355.59
2009-12-24,352.48
2009-12-25,352.25
2009-12-28,356.77
2009-12-29,356.39
2009-12-30,354.58
2009-12-31,360.67
2010-01-01,
2010-01-02,378.6
2010-01-03,341.34
2010-01-04,359.75
2010-01-05,372.04
2010-01-06,332.79
2010-01-07,337.11
2010-01-08,382.28
2010-01-09,382.78
2010-01-10,404.61
2010-01-11,382.46
2010-01-12,376.64
2010-01-13,380.17
2010-01-14,387.03
2010-01-15,382.87
2010-01-18,379.0
2010-01-19,384.19
2010-01-20,390.64
2010-01-21,382.32
2010-01-22,379.32
2010-01-25,380.45
2010-01-26,376.01
2010-01-27,384.73
2010-01-28,379.25
2010-01-29,370.46
2010-02-01,378.6
2010-02-02,379.6
2010-02-03,347.01
2010-02-04,373.57
2010-02-05,354.39
2010-02-06,335.88
2010-02-07,336.81
2010-02-08,350.58
2010-02-09,351.13
2010-02-10,360.15
2010-02-11,428.24
2010-02-12,423.86
2010-02-15,356.45
2010-02-16,357.16
2010-02-17,359.7
2010-02-18,357.12
2010-02-19,350.57
2010-02-22,358.72
2010-02-23,352.42
2010-02-24,343.84
2010-02-25,340.27
2010-02-26,331.73
2010-03-01,341.34
2010-03-02,347.01
2010-03-03,346.64
2010-03-04,345.62
2010-03-05,344.87
2010-03-06,343.54
2010-03-08,351.38
2010-03-09,383.91
2010-03-10,348.42
2010-03-11,431.69
2010-03-12,350.02
2010-03-15,347.88
2010-03-16,350.61
2010-03-17,356.12
2010-03-18,357.59
2010-03-19,355.48
2010-03-22,351.73
2010-03-23,354.31
2010-03-24,352.54
2010-03-25,354.3
2010-03-26,356.94
2010-03-29,359.48
2010-03-30,357.91
2010-03-31,358.73
2010-04-01,359.75
2010-04-02,373.57
2010-04-03,345.62
2010-04-05,372.79
2010-04-06,366.9
2010-04-07,371.74
2010-04-08,369.87
2010-04-09,373.05
2010-04-10,403.13
2010-04-11,436.6
2010-04-12,373.5
2010-04-13,372.58
2010-04-14,372.01
2010-04-15,372.3
2010-04-16,373.11
2010-04-19,366.25
2010-04-20,373.17
2010-04-21,372.45
2010-04-22,372.56
2010-04-23,
2010-04-26,372.68
2010-04-27,373.15
2010-04-28,365.83
2010-04-29,372.08
2010-04-30,374.0
2010-05-01,372.04
2010-05-02,354.39
2010-05-03,344.87
2010-05-04,366.57
2010-05-05,370.07
2010-05-06,364.44
2010-05-07,347.37
2010-05-08,372.18
2010-05-10,355.92
2010-05-11,351.51
2010-05-12,357.95
2010-05-13,362.7
2010-05-14,357.08
2010-05-17,342.4
2010-05-18,344.83
2010-05-19,
2010-05-20,337.87
2010-05-21,329.66
2010-05-24,329.35
2010-05-25,327.34
2010-05-26,329.17
2010-05-27,334.4
2010-05-28,336.54
2010-05-31,334.68
2010-06-01,377.86
2010-06-02,335.88
2010-06-03,343.54
2010-06-04,366.9
2010-06-05,364.44
2010-06-07,342.05
2010-06-08,339.42
2010-06-09,383.69
2010-06-10,341.27
2010-06-11,344.18
2010-06-12,418.99
2010-06-14,345.27
2010-06-15,346.4
2010-06-16,349.32
2010-06-17,350.7
2010-06-18,349.35
2010-06-21,348.07
2010-06-22,344.08
2010-06-23,341.97
2010-06-24,340.68
2010-06-25,341.77
2010-06-28,344.53
2010-06-29,341.95
2010-06-30,341.17
2010-07-01,337.11
2010-07-02,336.81
2010-07-04,371.74
2010-07-05,347.37
2010-07-06,334.86
2010-07-07,339.85
2010-07-08,344.8
2010-07-09,345.04
2010-07-10,418.46
2010-07-12,423.89
2010-07-13,346.39
2010-07-14,347.72
2010-07-15,351.4
2010-07-16,348.37
2010-07-19,347.61
2010-07-20,348.93
2010-07-21,349.03
2010-07-22,350.25
2010-07-23,354.13
2010-07-26,352.21
2010-07-27,359.56
2010-07-28,364.35
2010-07-29,365.56
2010-07-30,362.11
2010-08-01,382.28
2010-08-02,367.29
2010-08-03,367.75
2010-08-04,369.43
2010-08-05,372.18
2010-08-06,373.45
2010-08-07,344.8
2010-08-09,381.98
2010-08-10,373.21
2010-08-11,442.15
2010-08-12,368.2
2010-08-13,371.12
2010-08-16,369.12
2010-08-17,368.47
2010-08-18,367.59
2010-08-19,370.24
2010-08-20,369.01
2010-08-23,371.8
2010-08-24,373.04
2010-08-25,376.4
2010-08-26,373.04
2010-08-27,376.97
2010-08-30,
2010-08-31,380.28
2010-09-01,382.78
2010-09-02,351.13
2010-09-03,350.53
2010-09-04,373.05
2010-09-06,383.69
2010-09-07,382.91
2010-09-08,381.98
2010-09-09,
2010-09-10,
2010-09-11,446.97
2010-09-12,418.25
2010-09-13,388.63
2010-09-14,394.07
2010-09-15,395.62
2010-09-16,393.54
2010-09-17,398.64
2010-09-20,397.39
2010-09-21,400.67
2010-09-22,400.05
2010-09-23,399.03
2010-09-24,399.19
2010-09-27,401.2
2010-09-28,400.15
2010-09-29,400.95
2010-09-30,400.9
2010-10-01,404.61
2010-10-02,360.15
2010-10-03,348.42
2010-10-04,403.13
2010-10-05,355.92
2010-10-06,416.46
2010-10-07,418.46
2010-10-08,373.21
2010-10-09,
2010-10-11,448.87
2010-10-12,421.94
2010-10-13,427.09
2010-10-14,425.56
2010-10-15,425.73
2010-10-18,434.72
2010-10-19,435.91
2010-10-20,433.99
2010-10-21,434.1
2010-10-22,438.3
2010-10-25,441.32
2010-10-26,440.57
2010-10-27,434.38
2010-10-28,430.64
2010-10-29,
2010-11-01,382.46
2010-11-02,428.24
2010-11-03,351.14
2010-11-04,436.6
2010-11-05,441.5
2010-11-06,344.18
2010-11-08,368.73
2010-11-09,446.97
2010-11-10,420.63
2010-11-11,444.34
2010-11-12,438.67
2010-11-15,446.78
2010-11-16,
2010-11-17,
2010-11-18,
2010-11-19,
2010-11-22,443.91
2010-11-23,425.72
2010-11-24,416.9
2010-11-25,424.08
2010-11-26,421.03
2010-11-29,423.01
2010-11-30,415.13
2010-12-01,418.15
2010-12-02,423.86
2010-12-03,350.02
2010-12-04,373.5
2010-12-05,357.95
2010-12-06,418.99
2010-12-07,344.34
2010-12-08,419.0
2010-12-09,418.25
2010-12-10,421.94
2010-12-11,438.67
2010-12-13,418.93
2010-12-14,422.81
2010-12-15,418.96
2010-12-16,421.28
2010-12-17,423.52
2010-12-20,410.91
2010-12-21,415.94
2010-12-22,423.7
2010-12-23,426.87
2010-12-24,429.89
2010-12-27,426.82
2010-12-28,434.07
2010-12-29,429.57
2010-12-30,433.01
2010-12-31,433.02
2011-01-02,423.01
2011-01-03,395.82
2011-01-04,440.88
2011-01-05,439.28
2011-01-06,442.62
2011-01-07,406.46
2011-01-08,391.6
2011-01-09,
2011-01-10,439.8
2011-01-11,442.07
2011-01-12,442.13
2011-01-13,443.66
2011-01-14,438.5
2011-01-17,434.51
2011-01-18,435.76
2011-01-19,431.89
2011-01-20,433.98
2011-01-21,427.15
2011-01-24,429.38
2011-01-25,432.58
2011-01-26,434.85
2011-01-27,436.18
2011-01-28,424.06
2011-01-31,410.47
2011-02-01,423.01
2011-02-02,428.53
2011-02-03,428.02
2011-02-04,417.78
2011-02-05,427.36
2011-02-06,396.92
2011-02-07,419.74
2011-02-08,423.96
2011-02-09,363.93
2011-02-10,424.45
2011-02-11,421.27
2011-02-12,355.88
2011-02-14,431.03
2011-02-15,429.75
2011-02-16,427.68
2011-02-17,430.05
2011-02-18,431.54
2011-02-21,425.27
2011-02-22,420.77
2011-02-23,418.0
2011-02-24,391.47
2011-02-25,393.15
2011-02-28,392.73
2011-03-01,395.82
2011-03-02,428.02
2011-03-03,391.56
2011-03-04,394.2
2011-03-05,427.06
2011-03-06,399.47
2011-03-07,390.15
2011-03-08,386.96
2011-03-09,399.54
2011-03-10,368.18
2011-03-11,367.54
2011-03-14,402.81
2011-03-15,394.37
2011-03-16,401.91
2011-03-17,394.84
2011-03-18,393.33
2011-03-21,399.2
2011-03-22,405.8
2011-03-23,408.79
2011-03-24,405.73
2011-03-25,414.2
2011-03-28,411.57
2011-03-29,408.62
2011-03-30,413.92
2011-03-31,417.98
2011-04-01,440.88
2011-04-02,417.78
2011-04-03,394.2
2011-04-04,429.5
2011-04-05,425.9
2011-04-06,436.88
2011-04-07,405.73
2011-04-08,428.23
2011-04-10,366.7
2011-04-11,371.69
2011-04-12,422.02
2011-04-13,425.35
2011-04-14,423.46
2011-04-15,423.43
2011-04-18,423.69
2011-04-19,419.66
2011-04-20,429.77
2011-04-21,427.9
2011-04-22,427.73
2011-04-25,426.76
2011-04-26,425.11
2011-04-27,423.11
2011-04-28,419.69
2011-04-29,422.15
2011-05-01,439.28
2011-05-02,427.36
2011-05-03,427.06
2011-05-04,432.22
2011-05-05,424.54
2011-05-06,422.24
2011-05-07,407.09
2011-05-08,365.4
2011-05-09,359.26
2011-05-10,363.97
2011-05-11,415.25
2011-05-12,357.11
2011-05-13,415.94
2011-05-16,409.43
2011-05-17,410.97
2011-05-18,410.07
2011-05-19,
2011-05-20,405.22
2011-05-23,401.95
2011-05-24,404.98
2011-05-25,407.9
2011-05-26,409.55
2011-05-27,402.21
2011-05-30,395.68
2011-05-31,393.0
2011-06-01,442.62
2011-06-02,396.92
2011-06-03,399.47
2011-06-04,436.88
2011-06-05,422.24
2011-06-06,404.11
2011-06-07,404.64
2011-06-08,405.03
2011-06-09,404.86
2011-06-10,401.41
2011-06-12,357.35
2011-06-13,398.65
2011-06-14,394.65
2011-06-15,392.76
2011-06-16,389.27
2011-06-17,391.45
2011-06-20,392.15
2011-06-21,399.54
2011-06-22,401.32
2011-06-23,396.62
2011-06-24,401.99
2011-06-27,400.78
2011-06-28,405.39
2011-06-29,407.73
2011-06-30,405.81
2011-07-01,440.66
2011-07-02,419.74
2011-07-03,390.15
2011-07-04,405.73
2011-07-05,407.09
2011-07-06,404.64
2011-07-07,403.88
2011-07-08,405.77
2011-07-09,363.66
2011-07-10,363.52
2011-07-11,404.23
2011-07-12,399.05
2011-07-13,403.26
2011-07-14,400.31
2011-07-15,396.84
2011-07-18,391.66
2011-07-19,391.45
2011-07-20,388.82
2011-07-21,376.98
2011-07-22,385.54
2011-07-25,385.18
2011-07-26,388.06
2011-07-27,390.5
2011-07-28,388.86
2011-07-29,390.7
2011-08-01,391.6
2011-08-02,423.96
2011-08-03,396.28
2011-08-04,380.16
2011-08-05,365.4
2011-08-06,405.03
2011-08-07,405.77
2011-08-08,348.8
2011-08-09,331.97
2011-08-10,349.71
2011-08-11,
2011-08-12,342.2
2011-08-15,348.33
2011-08-16,345.58
2011-08-17,349.71
2011-08-18,346.45
2011-08-19,336.74
2011-08-22,343.61
2011-08-23,343.0
2011-08-24,340.28
2011-08-25,348.43
2011-08-26,351.59
2011-08-29,355.51
2011-08-30,
2011-08-31,
2011-09-01,
2011-09-02,363.93
2011-09-03,399.54
2011-09-05,359.26
2011-09-06,404.86
2011-09-07,363.66
2011-09-08,365.17
2011-09-09,368.79
2011-09-11,
2011-09-12,349.26
2011-09-13,368.88
2011-09-14,375.37
2011-09-15,371.61
2011-09-16,374.93
2011-09-19,371.85
2011-09-20,375.48
2011-09-21,386.74
2011-09-22,377.13
2011-09-23,366.91
2011-09-26,370.1
2011-09-27,373.0
2011-09-28,376.82
2011-09-29,374.4
2011-09-30,370.51
2011-10-01,439.8
2011-10-02,424.45
2011-10-03,368.18
2011-10-04,366.7
2011-10-05,363.97
2011-10-06,401.41
2011-10-07,363.52
2011-10-08,349.71
2011-10-10,365.56
2011-10-11,365.9
2011-10-12,369.38
2011-10-13,370.92
2011-10-14,371.41
2011-10-17,375.61
2011-10-18,368.92
2011-10-19,373.1
2011-10-20,360.68
2011-10-21,356.36
2011-10-24,358.76
2011-10-25,363.46
2011-10-26,360.87
2011-10-27,365.73
2011-10-28,373.79
2011-10-31,373.74
2011-11-01,362.62
2011-11-02,421.27
2011-11-03,367.54
2011-11-04,371.69
2011-11-05,415.25
2011-11-07,404.23
2011-11-08,344.79
2011-11-09,
2011-11-10,365.9
2011-11-11,367.91
2011-11-14,369.29
2011-11-15,366.44
2011-11-16,368.88
2011-11-17,366.19
2011-11-18,363.06
2011-11-21,354.83
2011-11-22,353.12
2011-11-23,346.72
2011-11-24,342.33
2011-11-25,330.55
2011-11-28,349.53
2011-11-29,350.88
2011-11-30,355.43
2011-12-01,356.6
2011-12-02,355.88
2011-12-04,422.02
2011-12-05,414.05
2011-12-06,357.35
2011-12-07,359.23
2011-12-08,356.75
2011-12-09,359.89
2011-12-10,369.38
2011-12-12,349.34
2011-12-13,348.43
2011-12-14,343.56
2011-12-15,342.71
2011-12-16,343.89
2011-12-19,342.56
2011-12-20,340.02
2011-12-21,350.68
2011-12-22,346.45
2011-12-23,347.44
2011-12-26,349.38
2011-12-27,351.32
2011-12-28,348.93
2011-12-29,340.61
2011-12-30,347.91
2012-01-02,373.79
2012-01-03,391.43
2012-01-04,346.32
2012-01-05,341.97
2012-01-06,343.76
2012-01-08,435.09
2012-01-09,339.88
2012-01-10,436.73
2012-01-11,452.76
2012-01-12,347.8
2012-01-13,352.73
2012-01-16,351.98
2012-01-17,356.09
2012-01-18,357.61
2012-01-19,358.24
2012-01-20,359.45
2012-01-23,361.19
2012-01-24,359.61
2012-01-25,361.5
2012-01-26,365.69
2012-01-27,374.37
2012-01-30,372.13
2012-01-31,374.73
2012-02-01,373.79
2012-02-02,381.15
2012-02-03,385.14
2012-02-04,406.34
2012-02-05,407.58
2012-02-06,384.62
2012-02-07,411.0
2012-02-08,392.86
2012-02-09,392.25
2012-02-10,439.62
2012-02-11,450.57
2012-02-13,388.87
2012-02-14,390.02
2012-02-15,387.82
2012-02-16,381.61
2012-02-17,388.17
2012-02-20,393.33
2012-02-21,395.4
2012-02-22,398.05
2012-02-23,387.31
2012-02-24,390.06
2012-02-27,384.24
2012-02-28,385.18
2012-02-29,388.8
2012-03-01,342.69
2012-03-02,392.51
2012-03-04,406.9
2012-03-05,404.65
2012-03-06,384.0
2012-03-07,409.2
2012-03-08,389.55
2012-03-09,436.47
2012-03-10,442.29
2012-03-12,464.63
2012-03-13,391.08
2012-03-14,393.4
2012-03-15,397.49
2012-03-16,399.24
2012-03-19,403.99
2012-03-20,400.45
2012-03-21,404.13
2012-03-22,398.92
2012-03-23,397.65
2012-03-26,403.63
2012-03-27,410.26
2012-03-28,405.22
2012-03-29,402.83
2012-03-30,405.48
2012-04-01,346.32
2012-04-02,406.34
2012-04-03,406.9
2012-04-04,401.54
2012-04-05,399.38
2012-04-06,372.68
2012-04-07,410.18
2012-04-09,437.78
2012-04-10,396.2
2012-04-11,391.71
2012-04-12,472.19
2012-04-13,403.05
2012-04-16,396.98
2012-04-17,401.06
2012-04-18,402.02
2012-04-19,400.2
2012-04-20,399.38
2012-04-23,
2012-04-24,398.6
2012-04-25,398.94
2012-04-26,404.66
2012-04-27,409.9
2012-04-30,408.16
2012-05-01,
2012-05-02,407.58
2012-05-03,404.65
2012-05-04,399.38
2012-05-06,374.36
2012-05-07,400.5
2012-05-08,403.09
2012-05-09,438.49
2012-05-10,401.28
2012-05-11,401.52
2012-05-12,479.84
2012-05-14,400.39
2012-05-15,396.28
2012-05-16,393.87
2012-05-17,395.63
2012-05-18,389.17
2012-05-21,389.8
2012-05-22,388.15
2012-05-23,384.15
2012-05-24,385.92
2012-05-25,386.72
2012-05-28,387.17
2012-05-29,387.02
2012-05-30,381.24
2012-05-31,383.13
2012-06-01,343.76
2012-06-02,384.62
2012-06-03,384.0
2012-06-04,372.68
2012-06-05,374.36
2012-06-06,374.64
2012-06-07,374.43
2012-06-08,439.27
2012-06-09,441.07
2012-06-11,446.69
2012-06-12,480.37
2012-06-13,382.97
2012-06-14,381.8
2012-06-15,383.19
2012-06-18,383.08
2012-06-19,383.9
2012-06-20,389.17
2012-06-21,389.12
2012-06-22,392.47
2012-06-25,391.91
2012-06-26,393.18
2012-06-27,397.7
2012-06-28,399.55
2012-06-29,407.27
2012-07-02,411.0
2012-07-03,382.61
2012-07-04,410.18
2012-07-05,410.65
2012-07-06,374.43
2012-07-08,438.77
2012-07-09,415.38
2012-07-10,414.92
2012-07-11,415.6
2012-07-12,480.11
2012-07-13,417.77
2012-07-16,417.99
2012-07-17,420.57
2012-07-18,422.86
2012-07-19,423.85
2012-07-20,424.3
2012-07-23,418.55
2012-07-24,416.32
2012-07-25,417.73
2012-07-26,422.99
2012-07-27,430.89
2012-07-30,436.66
2012-07-31,441.89
2012-08-01,435.09
2012-08-02,392.86
2012-08-03,437.58
2012-08-05,403.09
2012-08-06,439.27
2012-08-07,438.77
2012-08-08,433.4
2012-08-09,432.46
2012-08-10,428.65
2012-08-11,444.75
2012-08-13,432.55
2012-08-14,426.81
2012-08-15,426.68
2012-08-16,425.8
2012-08-17,426.16
2012-08-20,
2012-08-21,
2012-08-22,425.59
2012-08-23,427.04
2012-08-24,423.7
2012-08-27,424.57
2012-08-28,429.82
2012-08-29,430.06
2012-08-30,
2012-08-31,432.33
2012-09-01,339.88
2012-09-02,392.25
2012-09-03,389.28
2012-09-04,437.78
2012-09-05,438.49
2012-09-06,441.07
2012-09-07,415.38
2012-09-08,432.46
2012-09-10,436.73
2012-09-11,442.48
2012-09-12,444.11
2012-09-13,446.26
2012-09-14,444.85
2012-09-17,443.6
2012-09-18,443.58
2012-09-19,445.08
2012-09-20,443.98
2012-09-21,447.04
2012-09-24,447.95
2012-09-25,446.36
2012-09-26,448.18
2012-09-27,444.49
2012-09-28,439.24
2012-10-01,342.34
2012-10-02,439.62
2012-10-03,442.29
2012-10-04,433.49
2012-10-05,440.35
2012-10-07,414.92
2012-10-08,428.65
2012-10-09,443.71
2012-10-10,437.6
2012-10-11,437.6
2012-10-12,483.86
2012-10-15,441.86
2012-10-16,445.6
2012-10-17,447.15
2012-10-18,448.71
2012-10-19,447.27
2012-10-22,448.93
2012-10-23,450.44
2012-10-24,448.7
2012-10-25,
2012-10-26,
2012-10-29,
2012-10-30,447.99
2012-10-31,452.49
2012-11-01,452.76
2012-11-02,450.57
2012-11-04,391.71
2012-11-05,450.21
2012-11-06,380.42
2012-11-07,415.6
2012-11-08,444.75
2012-11-09,442.48
2012-11-10,437.6
2012-11-12,485.82
2012-11-13,443.75
2012-11-14,447.06
2012-11-15,444.86
2012-11-16,444.86
2012-11-19,449.15
2012-11-20,451.5
2012-11-21,449.02
2012-11-22,445.64
2012-11-23,445.26
2012-11-26,448.09
2012-11-27,454.14
2012-11-28,455.11
2012-11-29,459.4
2012-11-30,461.33
2012-12-01,347.8
2012-12-03,388.08
2012-12-04,398.9
2012-12-05,479.84
2012-12-06,379.94
2012-12-07,480.11
2012-12-09,444.11
2012-12-10,483.86
2012-12-11,485.82
2012-12-12,481.53
2012-12-13,482.68
2012-12-14,480.01
2012-12-17,478.99
2012-12-18,484.98
2012-12-19,483.02
2012-12-20,484.29
2012-12-21,486.37
2012-12-24,492.45
2012-12-25,493.02
2012-12-26,493.04
2012-12-27,495.05
2012-12-28,496.62
2012-12-31,497.4
2013-01-01,
2013-01-02,505.27
2013-01-03,521.72
2013-01-04,507.71
2013-01-05,
2013-01-07,510.06
2013-01-08,514.47
2013-01-09,513.12
2013-01-10,520.87
2013-01-11,527.5
2013-01-14,527.27
2013-01-15,527.87
2013-01-16,531.19
2013-01-17,535.83
2013-01-18,536.69
2013-01-21,538.75
2013-01-22,534.58
2013-01-23,536.41
2013-01-24,536.84
2013-01-25,540.34
2013-01-28,534.21
2013-01-29,520.43
2013-01-30,525.68
2013-01-31,505.93
2013-02-01,505.27
2013-02-04,508.57
2013-02-05,514.14
2013-02-06,511.61
2013-02-07,506.67
2013-02-08,542.17
2013-02-09,482.29
2013-02-10,543.41
2013-02-11,502.04
2013-02-12,559.22
2013-02-13,502.09
2013-02-14,492.76
2013-02-15,501.72
2013-02-18,500.42
2013-02-19,500.65
2013-02-20,504.95
2013-02-21,506.39
2013-02-22,500.99
2013-02-25,502.28
2013-02-26,503.5
2013-02-27,509.96
2013-02-28,515.1
2013-03-01,521.72
2013-03-04,520.72
2013-03-05,520.96
2013-03-06,521.6
2013-03-07,520.8
2013-03-08,521.14
2013-03-09,481.74
2013-03-10,545.21
2013-03-11,528.33
2013-03-12,546.69
2013-03-13,538.59
2013-03-14,536.87
2013-03-15,536.52
2013-03-18,530.61
2013-03-19,535.61
2013-03-20,530.86
2013-03-21,532.14
2013-03-22,526.41
2013-03-25,532.85
2013-03-26,531.57
2013-03-27,534.47
2013-03-28,536.03
2013-03-29,539.42
2013-04-01,507.71
2013-04-02,508.57
2013-04-03,520.72
2013-04-04,542.55
2013-04-05,539.98
2013-04-06,510.92
2013-04-07,511.94
2013-04-08,537.02
2013-04-09,537.76
2013-04-10,537.31
2013-04-11,539.53
2013-04-12,538.96
2013-04-15,537.71
2013-04-16,533.88
2013-04-17,538.01
2013-04-18,536.42
2013-04-19,528.24
