Tarih,TP_MK_F_MALI
2008-11-07,378.81
2008-11-08,583.9
2008-11-09,557.13
2008-11-10,376.13
2008-11-11,356.15
2008-11-12,
2008-11-13,338.33
2008-11-14,349.44
2008-11-17,346.4
2008-11-18,319.88
2008-11-19,318.97
2008-11-20,289.75
2008-11-21,296.96
2008-11-24,320.09
2008-11-25,338.57
2008-11-26,334.59
2008-11-27,349.39
2008-11-28,351.43
2008-12-01,343.81
2008-12-02,328.66
2008-12-03,333.61
2008-12-04,342.72
2008-12-05,337.87
2008-12-06,513.9
2008-12-08,593.17
2008-12-09,555.99
2008-12-10,
2008-12-11,345.01
2008-12-12,340.9
2008-12-15,354.47
2008-12-16,363.44
2008-12-17,373.83
2008-12-18,375.79
2008-12-19,374.21
2008-12-22,375.2
2008-12-23,374.55
2008-12-24,373.3
2008-12-25,371.01
2008-12-26,374.25
2008-12-29,380.78
2008-12-30,377.69
2008-12-31,376.96
2009-01-01,
2009-01-02,383.45
2009-01-04,359.09
2009-01-05,
2009-01-06,535.25
2009-01-07,547.58
2009-01-08,380.91
2009-01-09,717.92
2009-01-10,724.9
2009-01-12,679.84
2009-01-13,350.44
2009-01-14,358.02
2009-01-15,349.59
2009-01-16,354.78
2009-01-19,353.33
2009-01-20,343.52
2009-01-21,330.78
2009-01-22,343.27
2009-01-23,333.65
2009-01-26,345.94
2009-01-27,353.57
2009-01-28,360.82
2009-01-29,359.49
2009-01-30,352.38
2009-02-01,383.45
2009-02-02,348.62
2009-02-03,346.61
2009-02-04,377.34
2009-02-05,356.42
2009-02-06,534.77
2009-02-07,560.24
2009-02-09,370.18
2009-02-10,360.46
2009-02-11,339.26
2009-02-12,703.21
2009-02-13,336.95
2009-02-16,332.73
2009-02-17,325.16
2009-02-18,307.24
2009-02-19,317.41
2009-02-20,311.16
2009-02-23,316.8
2009-02-24,307.67
2009-02-25,317.3
2009-02-26,316.61
2009-02-27,315.83
2009-03-02,307.43
2009-03-03,309.27
2009-03-04,312.02
2009-03-05,308.74
2009-03-06,294.53
2009-03-07,550.92
2009-03-08,684.05
2009-03-09,705.59
2009-03-10,298.44
2009-03-11,700.95
2009-03-12,298.9
2009-03-13,319.75
2009-03-16,320.15
2009-03-17,315.84
2009-03-18,317.65
2009-03-19,320.81
2009-03-20,322.63
2009-03-23,341.92
2009-03-24,352.05
2009-03-25,353.16
2009-03-26,361.87
2009-03-27,356.85
2009-03-30,348.84
2009-03-31,352.22
2009-04-01,359.09
2009-04-02,360.11
2009-04-03,388.45
2009-04-05,472.44
2009-04-06,510.66
2009-04-07,377.85
2009-04-08,691.2
2009-04-09,404.95
2009-04-10,416.55
2009-04-11,701.28
2009-04-12,744.91
2009-04-13,417.44
2009-04-14,412.9
2009-04-15,406.13
2009-04-16,423.18
2009-04-17,437.38
2009-04-20,428.59
2009-04-21,414.63
2009-04-22,423.5
2009-04-23,
2009-04-24,429.18
2009-04-27,431.28
2009-04-28,422.96
2009-04-29,440.48
2009-04-30,464.14
2009-05-01,390.87
2009-05-02,356.42
2009-05-03,308.74
2009-05-04,472.44
2009-05-05,492.18
2009-05-06,489.54
2009-05-07,525.26
2009-05-08,700.75
2009-05-10,712.5
2009-05-11,483.15
2009-05-12,484.89
2009-05-13,493.31
2009-05-14,476.37
2009-05-15,495.65
2009-05-18,491.84
2009-05-19,
2009-05-20,514.55
2009-05-21,531.25
2009-05-22,527.77
2009-05-25,526.97
2009-05-26,524.29
2009-05-27,531.01
2009-05-28,523.85
2009-05-29,530.24
2009-06-01,402.33
2009-06-02,534.77
2009-06-03,294.53
2009-06-04,510.66
2009-06-05,489.54
2009-06-07,541.68
2009-06-08,495.64
2009-06-09,484.33
2009-06-10,500.91
2009-06-11,714.1
2009-06-12,513.76
2009-06-15,510.63
2009-06-16,507.56
2009-06-17,505.31
2009-06-18,506.63
2009-06-19,525.41
2009-06-22,526.69
2009-06-23,511.6
2009-06-24,521.12
2009-06-25,531.61
2009-06-26,550.16
2009-06-29,557.88
2009-06-30,556.99
2009-07-01,547.58
2009-07-02,560.24
2009-07-03,550.92
2009-07-04,377.85
2009-07-05,525.26
2009-07-06,541.68
2009-07-07,554.89
2009-07-08,670.97
2009-07-09,701.0
2009-07-10,552.63
2009-07-12,745.88
2009-07-13,546.6
2009-07-14,559.37
2009-07-15,563.16
2009-07-16,574.28
2009-07-17,574.2
2009-07-20,573.0
2009-07-21,571.54
2009-07-22,576.09
2009-07-23,578.59
2009-07-24,606.23
2009-07-27,607.52
2009-07-28,606.61
2009-07-29,614.97
2009-07-30,634.22
2009-07-31,659.99
2009-08-01,380.91
2009-08-03,684.05
2009-08-04,379.22
2009-08-05,483.87
2009-08-06,657.79
2009-08-07,554.89
2009-08-09,693.27
2009-08-10,769.61
2009-08-11,685.44
2009-08-12,666.25
2009-08-13,692.77
2009-08-14,693.45
2009-08-17,663.98
2009-08-18,691.31
2009-08-19,688.56
2009-08-20,721.36
2009-08-21,726.06
2009-08-24,739.06
2009-08-25,743.18
2009-08-26,729.69
2009-08-27,732.19
2009-08-28,733.34
2009-08-31,729.09
2009-09-01,717.92
2009-09-02,711.4
2009-09-03,705.59
2009-09-04,404.95
2009-09-06,484.33
2009-09-07,701.0
2009-09-08,693.27
2009-09-09,683.22
2009-09-10,774.27
2009-09-11,721.83
2009-09-12,742.78
2009-09-14,707.48
2009-09-15,696.92
2009-09-16,709.8
2009-09-17,716.12
2009-09-18,711.71
2009-09-21,
2009-09-22,
2009-09-23,715.79
2009-09-24,721.65
2009-09-25,730.02
2009-09-28,723.21
2009-09-29,727.32
2009-09-30,745.01
2009-10-01,724.9
2009-10-02,360.46
2009-10-03,298.44
2009-10-04,416.55
2009-10-05,712.5
2009-10-06,754.31
2009-10-07,756.93
2009-10-08,693.69
2009-10-09,774.27
2009-10-11,723.06
2009-10-12,742.34
2009-10-13,776.54
2009-10-14,787.12
2009-10-15,787.94
2009-10-16,775.88
2009-10-19,763.04
2009-10-20,770.76
2009-10-21,774.93
2009-10-22,776.21
2009-10-23,790.99
2009-10-26,784.61
2009-10-27,778.24
2009-10-28,741.4
2009-10-29,
2009-10-30,754.92
2009-11-02,339.26
2009-11-03,700.95
2009-11-04,701.28
2009-11-05,695.98
2009-11-06,714.1
2009-11-08,685.44
2009-11-09,721.83
2009-11-10,723.06
2009-11-11,743.95
2009-11-12,738.43
2009-11-13,735.7
2009-11-16,735.41
2009-11-17,726.04
2009-11-18,708.82
2009-11-19,692.15
2009-11-20,696.11
2009-11-23,675.26
2009-11-24,688.69
2009-11-25,682.68
2009-11-26,674.93
2009-11-27,
2009-11-30,
2009-12-01,679.84
2009-12-02,703.21
2009-12-03,724.52
2009-12-04,744.91
2009-12-05,484.89
2009-12-06,513.76
2009-12-07,745.88
2009-12-08,765.34
2009-12-09,742.78
2009-12-10,742.34
2009-12-11,738.43
2009-12-14,751.8
2009-12-15,753.26
2009-12-16,767.19
2009-12-17,763.75
2009-12-18,757.44
2009-12-21,756.1
2009-12-22,770.03
2009-12-23,775.73
2009-12-24,773.69
2009-12-25,768.83
2009-12-28,781.97
2009-12-29,777.95
2009-12-30,773.52
2009-12-31,802.6
2010-01-01,
2010-01-02,824.46
2010-01-03,761.68
2010-01-04,791.23
2010-01-05,814.66
2010-01-06,828.78
2010-01-07,848.25
2010-01-08,825.64
2010-01-09,930.96
2010-01-10,1011.13
2010-01-11,811.56
2010-01-12,806.19
2010-01-13,806.08
2010-01-14,817.68
2010-01-15,800.72
2010-01-18,801.67
2010-01-19,802.61
2010-01-20,819.31
2010-01-21,824.91
2010-01-22,809.3
2010-01-25,804.13
2010-01-26,794.46
2010-01-27,815.97
2010-01-28,816.35
2010-01-29,808.34
2010-02-01,824.46
2010-02-02,832.72
2010-02-03,769.84
2010-02-04,820.43
2010-02-05,772.32
2010-02-06,856.9
2010-02-07,858.89
2010-02-08,773.61
2010-02-09,758.04
2010-02-10,765.29
2010-02-11,1079.02
2010-02-12,1040.05
2010-02-15,768.53
2010-02-16,776.39
2010-02-17,789.81
2010-02-18,791.57
2010-02-19,772.19
2010-02-22,805.95
2010-02-23,782.25
2010-02-24,753.64
2010-02-25,753.99
2010-02-26,741.83
2010-03-01,761.68
2010-03-02,769.84
2010-03-03,773.18
2010-03-04,775.39
2010-03-05,775.76
2010-03-06,876.71
2010-03-08,795.15
2010-03-09,942.51
2010-03-10,795.08
2010-03-11,1070.33
2010-03-12,794.56
2010-03-15,783.25
2010-03-16,792.68
2010-03-17,819.14
2010-03-18,808.42
2010-03-19,806.69
2010-03-22,808.54
2010-03-23,828.58
2010-03-24,830.85
2010-03-25,865.58
2010-03-26,884.5
2010-03-29,886.47
2010-03-30,875.99
2010-03-31,883.81
2010-04-01,791.23
2010-04-02,820.43
2010-04-03,775.39
2010-04-05,887.77
2010-04-06,915.3
2010-04-07,907.54
2010-04-08,902.28
2010-04-09,921.8
2010-04-10,1001.27
2010-04-11,1086.66
2010-04-12,927.01
2010-04-13,905.28
2010-04-14,912.72
2010-04-15,919.96
2010-04-16,913.93
2010-04-19,884.3
2010-04-20,905.76
2010-04-21,903.75
2010-04-22,902.2
2010-04-23,
2010-04-26,907.46
2010-04-27,899.65
2010-04-28,878.49
2010-04-29,895.37
2010-04-30,902.02
2010-05-01,814.66
2010-05-02,772.32
2010-05-03,775.76
2010-05-04,907.34
2010-05-05,871.99
2010-05-06,865.54
2010-05-07,818.76
2010-05-08,929.63
2010-05-10,864.59
2010-05-11,855.76
2010-05-12,879.75
2010-05-13,895.82
2010-05-14,870.64
2010-05-17,861.2
2010-05-18,874.6
2010-05-19,
2010-05-20,874.64
2010-05-21,847.95
2010-05-24,840.66
2010-05-25,819.76
2010-05-26,822.19
2010-05-27,842.95
2010-05-28,854.43
2010-05-31,842.47
2010-06-01,807.17
2010-06-02,856.9
2010-06-03,876.71
2010-06-04,915.3
2010-06-05,865.54
2010-06-07,885.56
2010-06-08,829.16
2010-06-09,940.77
2010-06-10,845.68
2010-06-11,859.64
2010-06-12,1040.65
2010-06-14,866.78
2010-06-15,872.06
2010-06-16,884.56
2010-06-17,901.2
2010-06-18,894.94
2010-06-21,898.26
2010-06-22,888.86
2010-06-23,883.74
2010-06-24,873.24
2010-06-25,873.86
2010-06-28,885.65
2010-06-29,868.69
2010-06-30,869.08
2010-07-01,848.25
2010-07-02,858.89
2010-07-04,907.54
2010-07-05,818.76
2010-07-06,832.88
2010-07-07,883.19
2010-07-08,904.13
2010-07-09,892.32
2010-07-10,1032.6
2010-07-12,1056.48
2010-07-13,919.84
2010-07-14,927.38
2010-07-15,930.95
2010-07-16,923.45
2010-07-19,920.78
2010-07-20,920.68
2010-07-21,934.43
2010-07-22,954.83
2010-07-23,944.18
2010-07-26,936.15
2010-07-27,963.75
2010-07-28,955.42
2010-07-29,963.23
2010-07-30,942.29
2010-08-01,825.64
2010-08-02,944.37
2010-08-03,945.35
2010-08-04,940.69
2010-08-05,929.63
2010-08-06,928.92
2010-08-07,904.13
2010-08-09,939.68
2010-08-10,919.68
2010-08-11,1100.88
2010-08-12,896.68
2010-08-13,905.91
2010-08-16,904.73
2010-08-17,918.57
2010-08-18,921.12
2010-08-19,928.06
2010-08-20,911.01
2010-08-23,909.27
2010-08-24,902.14
2010-08-25,907.07
2010-08-26,903.95
2010-08-27,915.51
2010-08-30,
2010-08-31,914.68
2010-09-01,930.96
2010-09-02,758.04
2010-09-03,798.62
2010-09-04,921.8
2010-09-06,940.77
2010-09-07,941.11
2010-09-08,939.68
2010-09-09,
2010-09-10,
2010-09-11,1117.49
2010-09-12,1035.24
2010-09-13,957.45
2010-09-14,960.19
2010-09-15,973.21
2010-09-16,975.61
2010-09-17,995.74
2010-09-20,990.85
2010-09-21,996.3
2010-09-22,997.47
2010-09-23,982.27
2010-09-24,986.8
2010-09-27,999.73
2010-09-28,1011.24
2010-09-29,1017.33
2010-09-30,1016.37
2010-10-01,1011.13
2010-10-02,765.29
2010-10-03,795.08
2010-10-04,1001.27
2010-10-05,864.59
2010-10-06,1040.99
2010-10-07,1032.6
2010-10-08,919.68
2010-10-09,
2010-10-11,1113.91
2010-10-12,1075.66
2010-10-13,1095.63
2010-10-14,1089.9
2010-10-15,1082.19
2010-10-18,1106.92
2010-10-19,1100.89
2010-10-20,1093.4
2010-10-21,1085.14
2010-10-22,1100.6
2010-10-25,1122.38
2010-10-26,1100.25
2010-10-27,1089.21
2010-10-28,1067.2
2010-10-29,
2010-11-01,811.56
2010-11-02,1079.02
2010-11-03,794.12
2010-11-04,1086.66
2010-11-05,1111.92
2010-11-06,859.64
2010-11-08,906.09
2010-11-09,1117.49
2010-11-10,1058.73
2010-11-11,1097.65
2010-11-12,1073.78
2010-11-15,1084.36
2010-11-16,
2010-11-17,
2010-11-18,
2010-11-19,
2010-11-22,1086.84
2010-11-23,1045.08
2010-11-24,1023.88
2010-11-25,1034.45
2010-11-26,1020.04
2010-11-29,1003.69
2010-11-30,992.89
2010-12-01,1017.59
2010-12-02,1040.05
2010-12-03,794.56
2010-12-04,927.01
2010-12-05,879.75
2010-12-06,1040.65
2010-12-07,895.03
2010-12-08,1051.02
2010-12-09,1035.24
2010-12-10,1075.66
2010-12-11,1073.78
2010-12-13,1003.57
2010-12-14,1017.38
2010-12-15,999.77
2010-12-16,993.32
2010-12-17,993.28
2010-12-20,943.14
2010-12-21,968.51
2010-12-22,992.43
2010-12-23,994.39
2010-12-24,1002.76
2010-12-27,999.31
2010-12-28,1016.61
2010-12-29,1007.99
2010-12-30,1011.09
2010-12-31,1013.15
2011-01-02,951.61
2011-01-03,902.1
2011-01-04,1033.24
2011-01-05,1026.64
2011-01-06,1052.71
2011-01-07,925.17
2011-01-08,920.05
2011-01-09,
2011-01-10,1016.05
2011-01-11,1017.28
2011-01-12,1017.26
2011-01-13,1020.94
2011-01-14,1008.25
2011-01-17,1000.11
2011-01-18,1004.44
2011-01-19,983.89
2011-01-20,982.68
2011-01-21,953.38
2011-01-24,967.23
2011-01-25,960.52
2011-01-26,968.44
2011-01-27,975.01
2011-01-28,937.74
2011-01-31,928.17
2011-02-01,951.61
2011-02-02,979.01
2011-02-03,974.68
2011-02-04,943.58
2011-02-05,1031.65
2011-02-06,920.59
2011-02-07,985.37
2011-02-08,980.59
2011-02-09,807.42
2011-02-10,967.51
2011-02-11,952.75
2011-02-12,765.76
2011-02-14,969.62
2011-02-15,967.23
2011-02-16,961.76
2011-02-17,977.29
2011-02-18,983.07
2011-02-21,975.65
2011-02-22,957.7
2011-02-23,958.68
2011-02-24,910.25
2011-02-25,912.45
2011-02-28,904.86
2011-03-01,902.1
2011-03-02,974.68
2011-03-03,877.23
2011-03-04,895.26
2011-03-05,1024.97
2011-03-06,920.61
2011-03-07,892.65
2011-03-08,901.99
2011-03-09,913.94
2011-03-10,887.97
2011-03-11,797.88
2011-03-14,967.41
2011-03-15,940.84
2011-03-16,966.96
2011-03-17,945.05
2011-03-18,936.18
2011-03-21,954.2
2011-03-22,961.15
2011-03-23,969.76
2011-03-24,931.98
2011-03-25,959.76
2011-03-28,949.39
2011-03-29,935.6
2011-03-30,946.1
2011-03-31,948.35
2011-04-01,1033.24
2011-04-02,943.58
2011-04-03,895.26
2011-04-04,985.83
2011-04-05,1042.32
2011-04-06,1026.6
2011-04-07,933.87
2011-04-08,1037.48
2011-04-10,868.04
2011-04-11,809.6
2011-04-12,1014.44
2011-04-13,1025.42
2011-04-14,1013.68
2011-04-15,1017.32
2011-04-18,1024.71
2011-04-19,1004.01
2011-04-20,1021.66
2011-04-21,1012.92
2011-04-22,1015.55
2011-04-25,1019.88
2011-04-26,1017.81
2011-04-27,1007.61
2011-04-28,996.4
2011-04-29,1008.77
2011-05-01,1026.64
2011-05-02,1031.65
2011-05-03,1024.97
2011-05-04,1014.76
2011-05-05,1035.09
2011-05-06,1028.3
2011-05-07,942.5
2011-05-08,845.2
2011-05-09,794.77
2011-05-10,855.6
2011-05-11,980.49
2011-05-12,780.38
2011-05-13,965.16
2011-05-16,942.59
2011-05-17,957.71
2011-05-18,958.46
2011-05-19,
2011-05-20,931.23
2011-05-23,920.2
2011-05-24,924.7
2011-05-25,942.06
2011-05-26,939.03
2011-05-27,908.18
2011-05-30,912.69
2011-05-31,920.15
2011-06-01,1052.71
2011-06-02,920.59
2011-06-03,920.61
2011-06-04,1026.6
2011-06-05,1028.3
2011-06-06,926.75
2011-06-07,933.05
2011-06-08,944.81
2011-06-09,944.0
2011-06-10,942.19
2011-06-12,777.35
2011-06-13,943.17
2011-06-14,921.94
2011-06-15,894.9
2011-06-16,888.29
2011-06-17,895.64
2011-06-20,886.72
2011-06-21,898.76
2011-06-22,901.09
2011-06-23,886.64
2011-06-24,921.15
2011-06-27,906.62
2011-06-28,921.74
2011-06-29,921.06
2011-06-30,927.09
2011-07-01,1038.06
2011-07-02,985.37
2011-07-03,892.65
2011-07-04,933.87
2011-07-05,942.5
2011-07-06,933.05
2011-07-07,926.16
2011-07-08,945.79
2011-07-09,812.56
2011-07-10,837.8
2011-07-11,934.73
2011-07-12,911.92
2011-07-13,926.79
2011-07-14,926.75
2011-07-15,918.11
2011-07-18,914.89
2011-07-19,911.58
2011-07-20,906.26
2011-07-21,876.59
2011-07-22,889.45
2011-07-25,879.65
2011-07-26,888.23
2011-07-27,905.84
2011-07-28,903.67
2011-07-29,913.39
2011-08-01,920.05
2011-08-02,980.59
2011-08-03,896.27
2011-08-04,896.07
2011-08-05,845.2
2011-08-06,944.81
2011-08-07,945.79
2011-08-08,786.56
2011-08-09,739.6
2011-08-10,779.41
2011-08-11,
2011-08-12,743.1
2011-08-15,766.12
2011-08-16,761.72
2011-08-17,788.57
2011-08-18,760.02
2011-08-19,725.24
2011-08-22,767.91
2011-08-23,772.4
2011-08-24,766.08
2011-08-25,774.15
2011-08-26,779.57
2011-08-29,789.07
2011-08-30,
2011-08-31,
2011-09-01,
2011-09-02,807.42
2011-09-03,913.94
2011-09-05,794.77
2011-09-06,944.0
2011-09-07,812.56
2011-09-08,815.4
2011-09-09,827.01
2011-09-11,
2011-09-12,744.27
2011-09-13,814.34
2011-09-14,829.63
2011-09-15,823.65
2011-09-16,843.14
2011-09-19,843.82
2011-09-20,851.8
2011-09-21,911.49
2011-09-22,868.66
2011-09-23,846.33
2011-09-26,834.09
2011-09-27,850.66
2011-09-28,874.41
2011-09-29,892.64
2011-09-30,887.58
2011-10-01,1016.05
2011-10-02,967.51
2011-10-03,887.97
2011-10-04,868.04
2011-10-05,855.6
2011-10-06,942.19
2011-10-07,837.8
2011-10-08,779.41
2011-10-10,848.05
2011-10-11,860.49
2011-10-12,876.07
2011-10-13,879.85
2011-10-14,868.28
2011-10-17,881.48
2011-10-18,859.08
2011-10-19,868.83
2011-10-20,829.12
2011-10-21,807.8
2011-10-24,814.43
2011-10-25,818.51
2011-10-26,800.04
2011-10-27,805.09
2011-10-28,812.62
2011-10-31,802.87
2011-11-01,778.26
2011-11-02,952.75
2011-11-03,797.88
2011-11-04,809.6
2011-11-05,980.49
2011-11-07,934.73
2011-11-08,741.09
2011-11-09,
2011-11-10,860.49
2011-11-11,799.44
2011-11-14,807.99
2011-11-15,791.32
2011-11-16,800.07
2011-11-17,785.55
2011-11-18,770.27
2011-11-21,756.64
2011-11-22,746.87
2011-11-23,721.25
2011-11-24,718.67
2011-11-25,692.07
2011-11-28,726.99
2011-11-29,731.44
2011-11-30,742.08
2011-12-01,768.88
2011-12-02,765.76
2011-12-04,1014.44
2011-12-05,959.23
2011-12-06,777.35
2011-12-07,780.33
2011-12-08,773.16
2011-12-09,808.82
2011-12-10,876.07
2011-12-12,742.93
2011-12-13,732.28
2011-12-14,728.09
2011-12-15,711.45
2011-12-16,730.62
2011-12-19,726.14
2011-12-20,712.22
2011-12-21,738.03
2011-12-22,721.1
2011-12-23,725.19
2011-12-26,722.92
2011-12-27,728.01
2011-12-28,727.97
2011-12-29,709.41
2011-12-30,721.89
2012-01-02,815.86
2012-01-03,859.55
2012-01-04,729.07
2012-01-05,709.03
2012-01-06,709.64
2012-01-08,911.73
2012-01-09,678.33
2012-01-10,946.68
2012-01-11,1075.36
2012-01-12,720.23
2012-01-13,716.19
2012-01-16,710.22
2012-01-17,741.35
2012-01-18,743.59
2012-01-19,758.19
2012-01-20,762.18
2012-01-23,764.94
2012-01-24,762.47
2012-01-25,771.02
2012-01-26,803.72
2012-01-27,812.6
2012-01-30,809.7
2012-01-31,826.55
2012-02-01,815.86
2012-02-02,840.22
2012-02-03,856.17
2012-02-04,894.52
2012-02-05,832.61
2012-02-06,852.31
2012-02-07,893.32
2012-02-08,860.31
2012-02-09,866.8
2012-02-10,965.58
2012-02-11,1060.16
2012-02-13,843.65
2012-02-14,854.87
2012-02-15,852.45
2012-02-16,841.24
2012-02-17,855.45
2012-02-20,875.41
2012-02-21,866.68
2012-02-22,872.25
2012-02-23,853.2
2012-02-24,838.65
2012-02-27,824.25
2012-02-28,834.16
2012-02-29,849.77
2012-03-01,719.34
2012-03-02,861.95
2012-03-04,913.32
2012-03-05,825.07
2012-03-06,835.61
2012-03-07,892.74
2012-03-08,853.11
2012-03-09,972.4
2012-03-10,975.25
2012-03-12,1071.32
2012-03-13,848.91
2012-03-14,856.99
2012-03-15,867.34
2012-03-16,884.83
2012-03-19,899.35
2012-03-20,883.39
2012-03-21,895.54
2012-03-22,886.54
2012-03-23,880.71
2012-03-26,867.55
2012-03-27,893.18
2012-03-28,885.48
2012-03-29,876.45
2012-03-30,890.8
2012-04-01,729.07
2012-04-02,894.52
2012-04-03,913.32
2012-04-04,898.91
2012-04-05,889.42
2012-04-06,774.12
2012-04-07,904.07
2012-04-09,972.75
2012-04-10,869.28
2012-04-11,854.1
2012-04-12,1092.58
2012-04-13,869.49
2012-04-16,859.55
2012-04-17,868.3
2012-04-18,871.98
2012-04-19,859.92
2012-04-20,852.47
2012-04-23,
2012-04-24,844.55
2012-04-25,845.12
2012-04-26,848.04
2012-04-27,852.68
2012-04-30,840.35
2012-05-01,
2012-05-02,832.61
2012-05-03,825.07
2012-05-04,889.42
2012-05-06,780.34
2012-05-07,808.58
2012-05-08,817.15
2012-05-09,972.12
2012-05-10,813.88
2012-05-11,816.14
2012-05-12,1110.94
2012-05-14,811.84
2012-05-15,801.56
2012-05-16,798.62
2012-05-17,813.55
2012-05-18,789.07
2012-05-21,797.44
2012-05-22,787.5
2012-05-23,775.44
2012-05-24,770.64
2012-05-25,755.62
2012-05-28,751.37
2012-05-29,767.12
2012-05-30,757.23
2012-05-31,771.33
2012-06-01,709.64
2012-06-02,852.31
2012-06-03,835.61
2012-06-04,774.12
2012-06-05,780.34
2012-06-06,784.05
2012-06-07,795.49
2012-06-08,949.21
2012-06-09,979.95
2012-06-11,1074.17
2012-06-12,1109.97
2012-06-13,822.07
2012-06-14,820.6
2012-06-15,827.34
2012-06-18,828.92
2012-06-19,828.89
2012-06-20,852.17
2012-06-21,853.79
2012-06-22,867.05
2012-06-25,859.24
2012-06-26,854.17
2012-06-27,872.79
2012-06-28,874.58
2012-06-29,882.42
2012-07-02,893.32
2012-07-03,834.96
2012-07-04,904.07
2012-07-05,908.26
2012-07-06,795.49
2012-07-08,938.23
2012-07-09,894.99
2012-07-10,905.36
2012-07-11,908.76
2012-07-12,1104.57
2012-07-13,897.49
2012-07-16,895.13
2012-07-17,895.06
2012-07-18,896.13
2012-07-19,891.39
2012-07-20,876.08
2012-07-23,857.83
2012-07-24,862.4
2012-07-25,873.23
2012-07-26,885.68
2012-07-27,910.89
2012-07-30,919.68
2012-07-31,922.57
2012-08-01,911.73
2012-08-02,860.31
2012-08-03,913.88
2012-08-05,817.15
2012-08-06,949.21
2012-08-07,938.23
2012-08-08,929.6
2012-08-09,935.22
2012-08-10,918.58
2012-08-11,1060.11
2012-08-13,938.0
2012-08-14,927.59
2012-08-15,920.54
2012-08-16,936.77
2012-08-17,945.97
2012-08-20,
2012-08-21,
2012-08-22,947.63
2012-08-23,961.81
2012-08-24,958.78
2012-08-27,950.25
2012-08-28,961.67
2012-08-29,957.62
2012-08-30,
2012-08-31,957.54
2012-09-01,678.33
2012-09-02,866.8
2012-09-03,839.66
2012-09-04,972.75
2012-09-05,972.12
2012-09-06,979.95
2012-09-07,894.99
2012-09-08,935.22
2012-09-10,976.48
2012-09-11,982.0
2012-09-12,981.99
2012-09-13,979.0
2012-09-14,978.48
2012-09-17,972.6
2012-09-18,966.39
2012-09-19,954.56
2012-09-20,942.45
2012-09-21,961.29
2012-09-24,962.01
2012-09-25,954.1
2012-09-26,972.13
2012-09-27,957.22
2012-09-28,955.81
2012-10-01,688.5
2012-10-02,965.58
2012-10-03,975.25
2012-10-04,942.56
2012-10-05,973.94
2012-10-07,905.36
2012-10-08,918.58
2012-10-09,983.92
2012-10-10,991.84
2012-10-11,1013.22
2012-10-12,1112.92
2012-10-15,1014.28
2012-10-16,1033.63
2012-10-17,1035.52
2012-10-18,1039.64
2012-10-19,1031.27
2012-10-22,1044.91
2012-10-23,1041.38
2012-10-24,1033.19
2012-10-25,
2012-10-26,
2012-10-29,
2012-10-30,1040.09
2012-10-31,1065.61
2012-11-01,1075.36
2012-11-02,1060.16
2012-11-04,854.1
2012-11-05,1056.82
2012-11-06,823.53
2012-11-07,908.76
2012-11-08,1060.11
2012-11-09,982.0
2012-11-10,1013.22
2012-11-12,1131.27
2012-11-13,1045.56
2012-11-14,1067.91
2012-11-15,1053.29
2012-11-16,1048.88
2012-11-19,1022.69
2012-11-20,1027.87
2012-11-21,1032.66
2012-11-22,1028.97
2012-11-23,1023.09
2012-11-26,1044.45
2012-11-27,1050.35
2012-11-28,1052.37
2012-11-29,1057.14
2012-11-30,1052.57
2012-12-01,720.23
2012-12-03,838.07
2012-12-04,864.44
2012-12-05,1110.94
2012-12-06,816.79
2012-12-07,1104.57
2012-12-09,981.99
2012-12-10,1112.92
2012-12-11,1131.27
2012-12-12,1124.48
2012-12-13,1138.34
2012-12-14,1134.33
2012-12-17,1116.44
2012-12-18,1147.46
2012-12-19,1136.41
2012-12-20,1131.08
2012-12-21,1115.29
2012-12-24,1126.73
2012-12-25,1135.16
2012-12-26,1140.31
2012-12-27,1148.8
2012-12-28,1145.96
2012-12-31,1146.45
2013-01-01,
2013-01-02,1150.87
2013-01-03,1143.89
2013-01-04,1163.4
2013-01-05,
2013-01-07,1166.46
2013-01-08,1182.35
2013-01-09,1166.21
2013-01-10,1178.06
2013-01-11,1179.25
2013-01-14,1196.44
2013-01-15,1203.17
2013-01-16,1217.16
2013-01-17,1250.95
2013-01-18,1245.07
2013-01-21,1266.19
2013-01-22,1253.01
2013-01-23,1280.72
2013-01-24,1279.72
2013-01-25,1264.11
2013-01-28,1221.33
2013-01-29,1186.78
2013-01-30,1195.03
2013-01-31,1148.22
2013-02-01,1150.87
2013-02-04,1183.65
2013-02-05,1183.13
2013-02-06,1169.88
2013-02-07,1159.56
2013-02-08,999.55
2013-02-09,939.49
2013-02-10,1047.77
2013-02-11,1136.4
2013-02-12,1023.8
2013-02-13,1150.66
2013-02-14,1113.44
2013-02-15,1129.39
2013-02-18,1130.09
2013-02-19,1128.09
2013-02-20,1144.16
2013-02-21,1140.91
2013-02-22,1101.24
2013-02-25,1088.84
2013-02-26,1088.6
2013-02-27,1112.69
2013-02-28,1130.92
2013-03-01,1143.89
2013-03-04,1154.22
2013-03-05,1171.56
2013-03-06,1179.86
2013-03-07,1189.92
2013-03-08,1191.55
2013-03-09,936.33
2013-03-10,1052.1
2013-03-11,1219.14
2013-03-12,990.98
2013-03-13,1199.74
2013-03-14,1192.6
2013-03-15,1205.12
2013-03-18,1205.08
2013-03-19,1214.77
2013-03-20,1198.92
2013-03-21,1194.36
2013-03-22,1190.32
2013-03-25,1201.63
2013-03-26,1199.51
2013-03-27,1208.86
