Tarih,TP_MK_G_BILESIK
2008-11-04,362.83
2008-11-05,366.92
2008-11-06,345.41
2008-11-07,350.81
2008-11-08,527.74
2008-11-09,487.74
2008-11-10,349.8
2008-11-11,335.18
2008-11-12,
2008-11-13,318.32
2008-11-14,324.97
2008-11-17,319.12
2008-11-18,298.24
2008-11-19,295.28
2008-11-20,269.39
2008-11-21,277.84
2008-11-24,297.11
2008-11-25,310.76
2008-11-26,308.06
2008-11-27,322.02
2008-11-28,323.42
2008-12-01,318.79
2008-12-02,306.44
2008-12-03,309.92
2008-12-04,316.5
2008-12-05,313.44
2008-12-06,489.77
2008-12-08,532.89
2008-12-09,484.78
2008-12-10,
2008-12-11,325.75
2008-12-12,317.85
2008-12-15,327.48
2008-12-16,333.16
2008-12-17,341.43
2008-12-18,340.96
2008-12-19,337.29
2008-12-22,334.29
2008-12-23,335.22
2008-12-24,334.96
2008-12-25,332.87
2008-12-26,336.2
2008-12-29,342.43
2008-12-30,340.38
2008-12-31,341.48
2009-01-01,
2009-01-02,346.85
2009-01-04,333.38
2009-01-05,
2009-01-06,469.26
2009-01-07,486.52
2009-01-08,348.06
2009-01-09,610.03
2009-01-10,629.61
2009-01-12,601.63
2009-01-13,324.91
2009-01-14,331.85
2009-01-15,325.43
2009-01-16,330.58
2009-01-19,329.78
2009-01-20,319.83
2009-01-21,310.53
2009-01-22,321.83
2009-01-23,313.31
2009-01-26,324.12
2009-01-27,329.52
2009-01-28,338.77
2009-01-29,337.34
2009-01-30,331.16
2009-02-01,346.85
2009-02-02,328.29
2009-02-03,326.54
2009-02-04,345.31
2009-02-05,332.44
2009-02-06,471.57
2009-02-07,494.29
2009-02-09,345.48
2009-02-10,339.3
2009-02-11,324.04
2009-02-12,619.56
2009-02-13,324.72
2009-02-16,319.07
2009-02-17,313.67
2009-02-18,299.84
2009-02-19,310.24
2009-02-20,304.86
2009-02-23,308.92
2009-02-24,303.39
2009-02-25,310.85
2009-02-26,309.9
2009-02-27,307.4
2009-03-02,301.5
2009-03-03,301.43
2009-03-04,306.87
2009-03-05,304.7
2009-03-06,291.36
2009-03-07,486.03
2009-03-08,575.16
2009-03-09,597.63
2009-03-10,295.26
2009-03-11,610.15
2009-03-12,290.74
2009-03-13,305.69
2009-03-16,305.14
2009-03-17,301.52
2009-03-18,301.16
2009-03-19,303.73
2009-03-20,305.76
2009-03-23,317.72
2009-03-24,323.55
2009-03-25,323.18
2009-03-26,329.11
2009-03-27,327.25
2009-03-30,321.41
2009-03-31,326.74
2009-04-01,333.38
2009-04-02,334.96
2009-04-03,350.71
2009-04-05,415.26
2009-04-06,456.59
2009-04-07,341.58
2009-04-08,582.59
2009-04-09,360.42
2009-04-10,371.63
2009-04-11,613.0
2009-04-12,651.94
2009-04-13,373.63
2009-04-14,370.32
2009-04-15,364.59
2009-04-16,377.64
2009-04-17,386.07
2009-04-20,380.97
2009-04-21,369.99
2009-04-22,376.13
2009-04-23,
2009-04-24,379.44
2009-04-27,381.8
2009-04-28,377.95
2009-04-29,391.28
2009-04-30,407.9
2009-05-01,355.15
2009-05-02,332.44
2009-05-03,304.7
2009-05-04,415.26
2009-05-05,430.54
2009-05-06,429.53
2009-05-07,450.03
2009-05-08,591.13
2009-05-10,619.29
2009-05-11,424.81
2009-05-12,428.83
2009-05-13,435.72
2009-05-14,424.08
2009-05-15,435.87
2009-05-18,434.24
2009-05-19,
2009-05-20,449.63
2009-05-21,459.53
2009-05-22,458.61
2009-05-25,458.2
2009-05-26,455.9
2009-05-27,463.18
2009-05-28,458.53
2009-05-29,463.91
2009-06-01,365.27
2009-06-02,471.57
2009-06-03,291.36
2009-06-04,456.59
2009-06-05,429.53
2009-06-07,479.72
2009-06-08,446.99
2009-06-09,439.01
2009-06-10,451.27
2009-06-11,625.91
2009-06-12,458.8
2009-06-15,455.43
2009-06-16,454.24
2009-06-17,453.8
2009-06-18,455.92
2009-06-19,469.08
2009-06-22,470.77
2009-06-23,458.58
2009-06-24,466.46
2009-06-25,474.12
2009-06-26,485.91
2009-06-29,491.76
2009-06-30,492.51
2009-07-01,486.52
2009-07-02,494.29
2009-07-03,486.03
2009-07-04,341.58
2009-07-05,450.03
2009-07-06,479.72
2009-07-07,488.79
2009-07-08,571.73
2009-07-09,599.67
2009-07-10,482.87
2009-07-12,655.31
2009-07-13,479.44
2009-07-14,487.62
2009-07-15,489.96
2009-07-16,498.36
2009-07-17,499.71
2009-07-20,501.94
2009-07-21,499.2
2009-07-22,502.46
2009-07-23,504.24
2009-07-24,521.52
2009-07-27,522.35
2009-07-28,521.9
2009-07-29,526.72
2009-07-30,539.48
2009-07-31,559.09
2009-08-01,348.06
2009-08-03,575.16
2009-08-04,343.49
2009-08-05,422.13
2009-08-06,562.42
2009-08-07,486.58
2009-08-09,593.11
2009-08-10,655.26
2009-08-11,586.16
2009-08-12,570.36
2009-08-13,592.35
2009-08-14,590.75
2009-08-17,569.74
2009-08-18,587.64
2009-08-19,585.9
2009-08-20,609.15
2009-08-21,611.18
2009-08-24,621.63
2009-08-25,629.07
2009-08-26,622.16
2009-08-27,622.14
2009-08-28,625.63
2009-08-31,620.38
2009-09-01,610.03
2009-09-02,604.9
2009-09-03,597.63
2009-09-04,360.42
2009-09-06,439.01
2009-09-07,599.67
2009-09-08,593.11
2009-09-09,585.51
2009-09-10,657.84
2009-09-11,630.38
2009-09-12,651.72
2009-09-14,610.72
2009-09-15,603.41
2009-09-16,613.1
2009-09-17,618.21
2009-09-18,616.51
2009-09-21,
2009-09-22,
2009-09-23,625.8
2009-09-24,626.94
2009-09-25,630.72
2009-09-28,626.48
2009-09-29,631.72
2009-09-30,644.34
2009-10-01,629.61
2009-10-02,339.3
2009-10-03,295.26
2009-10-04,371.63
2009-10-05,619.29
2009-10-06,648.3
2009-10-07,648.87
2009-10-08,591.3
2009-10-09,657.84
2009-10-11,632.09
2009-10-12,650.67
2009-10-13,660.72
2009-10-14,671.24
2009-10-15,674.18
2009-10-16,666.95
2009-10-19,659.53
2009-10-20,667.27
2009-10-21,669.1
2009-10-22,671.79
2009-10-23,680.77
2009-10-26,674.84
2009-10-27,672.12
2009-10-28,643.73
2009-10-29,
2009-10-30,652.56
2009-11-02,324.04
2009-11-03,610.15
2009-11-04,613.0
2009-11-05,613.97
2009-11-06,625.91
2009-11-08,586.16
2009-11-09,630.38
2009-11-10,632.09
2009-11-11,644.84
2009-11-12,641.15
2009-11-13,640.16
2009-11-16,640.93
2009-11-17,634.79
2009-11-18,620.61
2009-11-19,608.73
2009-11-20,609.55
2009-11-23,592.85
2009-11-24,604.66
2009-11-25,600.51
2009-11-26,597.43
2009-11-27,
2009-11-30,
2009-12-01,601.63
2009-12-02,619.56
2009-12-03,636.67
2009-12-04,651.94
2009-12-05,428.83
2009-12-06,458.8
2009-12-07,655.31
2009-12-08,668.76
2009-12-09,651.72
2009-12-10,650.67
2009-12-11,641.15
2009-12-14,658.51
2009-12-15,660.67
2009-12-16,668.68
2009-12-17,665.56
2009-12-18,661.38
2009-12-21,664.34
2009-12-22,674.79
2009-12-23,679.06
2009-12-24,676.32
2009-12-25,673.47
2009-12-28,683.3
2009-12-29,681.03
2009-12-30,677.55
2009-12-31,697.7
2010-01-01,
2010-01-02,725.25
2010-01-03,669.14
2010-01-04,691.5
2010-01-05,713.39
2010-01-06,715.33
2010-01-07,729.83
2010-01-08,725.11
2010-01-09,807.69
2010-01-10,876.1
2010-01-11,717.3
2010-01-12,711.64
2010-01-13,713.59
2010-01-14,724.02
2010-01-15,712.92
2010-01-18,713.1
2010-01-19,716.4
2010-01-20,730.58
2010-01-21,728.93
2010-01-22,717.22
2010-01-25,713.23
2010-01-26,705.1
2010-01-27,721.8
2010-01-28,720.97
2010-01-29,711.75
2010-02-01,725.25
2010-02-02,730.71
2010-02-03,677.89
2010-02-04,719.37
2010-02-05,676.62
2010-02-06,736.51
2010-02-07,737.25
2010-02-08,676.43
2010-02-09,667.75
2010-02-10,678.13
2010-02-11,926.25
2010-02-12,900.91
2010-02-15,678.35
2010-02-16,683.08
2010-02-17,694.21
2010-02-18,695.56
2010-02-19,680.88
2010-02-22,704.85
2010-02-23,686.75
2010-02-24,664.52
2010-02-25,663.38
2010-02-26,650.57
2010-03-01,669.14
2010-03-02,677.89
2010-03-03,678.17
2010-03-04,678.99
2010-03-05,679.99
2010-03-06,753.04
2010-03-08,695.09
2010-03-09,816.62
2010-03-10,693.49
2010-03-11,922.87
2010-03-12,695.25
2010-03-15,687.17
2010-03-16,693.99
2010-03-17,712.5
2010-03-18,706.39
2010-03-19,703.08
2010-03-22,702.94
2010-03-23,716.29
2010-03-24,716.48
2010-03-25,737.33
2010-03-26,749.13
2010-03-29,752.3
2010-03-30,747.62
2010-03-31,752.5
2010-04-01,691.5
2010-04-02,719.37
2010-04-03,678.99
2010-04-05,770.12
2010-04-06,776.7
2010-04-07,774.14
2010-04-08,769.32
2010-04-09,782.77
2010-04-10,871.07
2010-04-11,935.19
2010-04-12,787.54
2010-04-13,774.58
2010-04-14,779.54
2010-04-15,784.32
2010-04-16,782.43
2010-04-19,761.16
2010-04-20,778.24
2010-04-21,778.35
2010-04-22,777.25
2010-04-23,
2010-04-26,782.09
2010-04-27,776.91
2010-04-28,760.34
2010-04-29,775.14
2010-04-30,780.76
2010-05-01,713.39
2010-05-02,676.62
2010-05-03,679.99
2010-05-04,772.33
2010-05-05,758.91
2010-05-06,751.0
2010-05-07,714.27
2010-05-08,802.33
2010-05-10,747.33
2010-05-11,740.3
2010-05-12,758.08
2010-05-13,770.11
2010-05-14,751.22
2010-05-17,739.81
2010-05-18,750.12
2010-05-19,
2010-05-20,746.34
2010-05-21,725.48
2010-05-24,723.06
2010-05-25,708.88
2010-05-26,711.46
2010-05-27,726.87
2010-05-28,735.22
2010-05-31,724.65
2010-06-01,711.11
2010-06-02,736.51
2010-06-03,753.04
2010-06-04,776.7
2010-06-05,751.0
2010-06-07,754.05
2010-06-08,718.41
2010-06-09,815.33
2010-06-10,729.24
2010-06-11,741.39
2010-06-12,903.56
2010-06-14,746.04
2010-06-15,749.38
2010-06-16,758.08
2010-06-17,769.84
2010-06-18,765.48
2010-06-21,766.85
2010-06-22,758.82
2010-06-23,754.86
2010-06-24,747.65
2010-06-25,748.38
2010-06-28,757.27
2010-06-29,745.11
2010-06-30,745.49
2010-07-01,729.83
2010-07-02,737.25
2010-07-04,774.14
2010-07-05,714.27
2010-07-06,719.26
2010-07-07,751.65
2010-07-08,767.49
2010-07-09,761.38
2010-07-10,895.42
2010-07-12,916.58
2010-07-13,779.19
2010-07-14,783.46
2010-07-15,787.02
2010-07-16,781.19
2010-07-19,780.64
2010-07-20,782.31
2010-07-21,790.38
2010-07-22,802.18
2010-07-23,798.76
2010-07-26,793.19
2010-07-27,812.45
2010-07-28,810.32
2010-07-29,814.55
2010-07-30,801.08
2010-08-01,725.11
2010-08-02,805.38
2010-08-03,808.17
2010-08-04,806.83
2010-08-05,802.33
2010-08-06,803.54
2010-08-07,767.49
2010-08-09,812.94
2010-08-10,797.17
2010-08-11,946.09
2010-08-12,780.07
2010-08-13,786.17
2010-08-16,784.38
2010-08-17,793.64
2010-08-18,794.08
2010-08-19,799.33
2010-08-20,788.25
2010-08-23,787.14
2010-08-24,783.91
2010-08-25,788.9
2010-08-26,786.11
2010-08-27,794.71
2010-08-30,
2010-08-31,795.33
2010-09-01,807.69
2010-09-02,667.75
2010-09-03,697.5
2010-09-04,782.77
2010-09-06,815.33
2010-09-07,814.67
2010-09-08,812.94
2010-09-09,
2010-09-10,
2010-09-11,958.97
2010-09-12,900.96
2010-09-13,829.34
2010-09-14,834.2
2010-09-15,843.88
2010-09-16,845.11
2010-09-17,860.3
2010-09-20,855.82
2010-09-21,860.99
2010-09-22,860.65
2010-09-23,852.2
2010-09-24,855.49
2010-09-27,865.38
2010-09-28,871.11
2010-09-29,876.53
2010-09-30,876.44
2010-10-01,876.1
2010-10-02,678.13
2010-10-03,693.49
2010-10-04,871.07
2010-10-05,747.33
2010-10-06,900.66
2010-10-07,895.42
2010-10-08,797.17
2010-10-09,
2010-10-11,958.12
2010-10-12,925.01
2010-10-13,938.97
2010-10-14,934.32
2010-10-15,928.93
2010-10-18,947.04
2010-10-19,943.56
2010-10-20,937.78
2010-10-21,932.94
2010-10-22,944.26
2010-10-25,959.14
2010-10-26,946.26
2010-10-27,937.62
2010-10-28,922.67
2010-10-29,
2010-11-01,717.3
2010-11-02,926.25
2010-11-03,695.37
2010-11-04,935.19
2010-11-05,953.45
2010-11-06,741.39
2010-11-08,785.4
2010-11-09,958.97
2010-11-10,914.08
2010-11-11,946.56
2010-11-12,928.52
2010-11-15,939.34
2010-11-16,
2010-11-17,
2010-11-18,
2010-11-19,
2010-11-22,939.42
2010-11-23,904.44
2010-11-24,884.16
2010-11-25,894.92
2010-11-26,884.09
2010-11-29,874.49
2010-11-30,865.3
2010-12-01,884.09
2010-12-02,900.91
2010-12-03,695.25
2010-12-04,787.54
2010-12-05,758.08
2010-12-06,903.56
2010-12-07,762.15
2010-12-08,911.08
2010-12-09,900.96
2010-12-10,925.01
2010-12-11,928.52
2010-12-13,881.94
2010-12-14,894.77
2010-12-15,882.74
2010-12-16,879.38
2010-12-17,880.66
2010-12-20,842.14
2010-12-21,859.71
2010-12-22,878.32
2010-12-23,882.08
2010-12-24,888.57
2010-12-27,885.76
2010-12-28,901.61
2010-12-29,893.75
2010-12-30,898.34
2010-12-31,900.72
2011-01-02,862.52
2011-01-03,821.7
2011-01-04,919.72
2011-01-05,915.68
2011-01-06,935.39
2011-01-07,864.57
2011-01-08,857.89
2011-01-09,
2011-01-10,912.35
2011-01-11,915.36
2011-01-12,916.37
2011-01-13,918.88
2011-01-14,910.89
2011-01-17,902.0
2011-01-18,907.86
2011-01-19,895.54
2011-01-20,894.62
2011-01-21,873.09
2011-01-24,881.08
2011-01-25,877.22
2011-01-26,883.05
2011-01-27,887.93
2011-01-28,855.9
2011-01-31,841.3
2011-02-01,862.52
2011-02-02,882.68
2011-02-03,878.19
2011-02-04,851.39
2011-02-05,948.8
2011-02-06,859.58
2011-02-07,880.76
2011-02-08,880.21
2011-02-09,757.64
2011-02-10,872.08
2011-02-11,861.08
2011-02-12,744.95
2011-02-14,876.94
2011-02-15,874.84
2011-02-16,871.54
2011-02-17,882.96
2011-02-18,886.77
2011-02-21,879.14
2011-02-22,865.64
2011-02-23,864.75
2011-02-24,820.48
2011-02-25,824.7
2011-02-28,821.74
2011-03-01,821.7
2011-03-02,878.19
2011-03-03,804.59
2011-03-04,817.51
2011-03-05,944.16
2011-03-06,860.5
2011-03-07,812.89
2011-03-08,841.98
2011-03-09,829.31
2011-03-10,818.53
2011-03-11,768.14
2011-03-14,866.3
2011-03-15,845.76
2011-03-16,867.83
2011-03-17,850.65
2011-03-18,845.39
2011-03-21,862.18
2011-03-22,869.45
2011-03-23,875.49
2011-03-24,852.36
2011-03-25,872.15
2011-03-28,865.15
2011-03-29,855.85
2011-03-30,866.29
2011-03-31,870.63
2011-04-01,919.72
2011-04-02,851.39
2011-04-03,817.51
2011-04-04,901.22
2011-04-05,952.94
2011-04-06,931.36
2011-04-07,870.42
2011-04-08,936.99
2011-04-10,803.97
2011-04-11,779.38
2011-04-12,922.61
2011-04-13,932.22
2011-04-14,924.36
2011-04-15,927.52
2011-04-18,933.51
2011-04-19,916.53
2011-04-20,934.32
2011-04-21,929.78
2011-04-22,931.66
2011-04-25,934.46
2011-04-26,933.23
2011-04-27,927.05
2011-04-28,919.2
2011-04-29,930.0
2011-05-01,915.68
2011-05-02,948.8
2011-05-03,944.16
2011-05-04,920.74
2011-05-05,946.58
2011-05-06,938.33
2011-05-07,877.3
2011-05-08,786.23
2011-05-09,747.4
2011-05-10,794.48
2011-05-11,904.15
2011-05-12,755.35
2011-05-13,894.29
2011-05-16,873.95
2011-05-17,886.48
2011-05-18,886.56
2011-05-19,
2011-05-20,865.4
2011-05-23,856.24
2011-05-24,862.89
2011-05-25,875.65
2011-05-26,874.99
2011-05-27,851.74
2011-05-30,853.83
2011-05-31,856.4
2011-06-01,935.39
2011-06-02,859.58
2011-06-03,860.5
2011-06-04,931.36
2011-06-05,938.33
2011-06-06,867.65
2011-06-07,870.56
2011-06-08,879.09
2011-06-09,877.27
2011-06-10,873.8
2011-06-12,753.62
2011-06-13,874.2
2011-06-14,858.12
2011-06-15,839.91
2011-06-16,831.32
2011-06-17,837.0
2011-06-20,830.77
2011-06-21,844.42
2011-06-22,846.53
2011-06-23,833.83
2011-06-24,857.82
2011-06-27,847.05
2011-06-28,858.63
2011-06-29,862.19
2011-06-30,866.28
2011-07-01,926.57
2011-07-02,880.76
2011-07-03,812.89
2011-07-04,870.42
2011-07-05,877.3
2011-07-06,870.56
2011-07-07,866.34
2011-07-08,879.99
2011-07-09,762.48
2011-07-10,783.71
2011-07-11,871.32
2011-07-12,853.87
2011-07-13,866.08
2011-07-14,866.75
2011-07-15,859.15
2011-07-18,856.22
2011-07-19,853.55
2011-07-20,847.26
2011-07-21,817.63
2011-07-22,830.69
2011-07-25,823.75
2011-07-26,833.43
2011-07-27,846.58
2011-07-28,844.96
2011-07-29,852.73
2011-08-01,857.89
2011-08-02,880.21
2011-08-03,818.38
2011-08-04,832.63
2011-08-05,786.23
2011-08-06,879.09
2011-08-07,879.99
2011-08-08,734.61
2011-08-09,691.69
2011-08-10,731.12
2011-08-11,
2011-08-12,708.4
2011-08-15,728.18
2011-08-16,723.21
2011-08-17,744.51
2011-08-18,723.45
2011-08-19,694.76
2011-08-22,726.57
2011-08-23,728.52
2011-08-24,721.06
2011-08-25,727.83
2011-08-26,732.08
2011-08-29,739.35
2011-08-30,
2011-08-31,
2011-09-01,
2011-09-02,757.64
2011-09-03,829.31
2011-09-05,747.4
2011-09-06,877.27
2011-09-07,762.48
2011-09-08,765.75
2011-09-09,775.08
2011-09-11,
2011-09-12,728.63
2011-09-13,765.67
2011-09-14,779.04
2011-09-15,773.43
2011-09-16,789.63
2011-09-19,788.81
2011-09-20,796.78
2011-09-21,842.71
2011-09-22,808.93
2011-09-23,787.7
2011-09-26,780.32
2011-09-27,794.01
2011-09-28,810.87
2011-09-29,822.4
2011-09-30,816.22
2011-10-01,912.35
2011-10-02,872.08
2011-10-03,818.53
2011-10-04,803.97
2011-10-05,794.48
2011-10-06,873.8
2011-10-07,783.71
2011-10-08,731.12
2011-10-10,792.01
2011-10-11,799.97
2011-10-12,813.03
2011-10-13,815.86
2011-10-14,807.1
2011-10-17,818.1
2011-10-18,800.05
2011-10-19,810.76
2011-10-20,780.36
2011-10-21,765.58
2011-10-24,772.02
2011-10-25,777.26
2011-10-26,765.39
2011-10-27,772.76
2011-10-28,782.07
2011-10-31,775.83
2011-11-01,752.31
2011-11-02,861.08
2011-11-03,768.14
2011-11-04,779.38
2011-11-05,904.15
2011-11-07,871.32
2011-11-08,705.78
2011-11-09,
2011-11-10,799.97
2011-11-11,768.75
2011-11-14,774.99
2011-11-15,763.2
2011-11-16,771.33
2011-11-17,759.54
2011-11-18,748.28
2011-11-21,734.38
2011-11-22,727.11
2011-11-23,706.33
2011-11-24,702.67
2011-11-25,678.65
2011-11-28,711.97
2011-11-29,715.82
2011-11-30,726.61
2011-12-01,747.66
2011-12-02,744.95
2011-12-04,922.61
2011-12-05,890.25
2011-12-06,753.62
2011-12-07,757.59
2011-12-08,751.12
2011-12-09,756.59
2011-12-10,813.03
2011-12-12,728.16
2011-12-13,720.41
2011-12-14,716.21
2011-12-15,702.29
2011-12-16,714.02
2011-12-19,710.06
2011-12-20,698.49
2011-12-21,723.9
2011-12-22,710.02
2011-12-23,715.3
2011-12-26,715.19
2011-12-27,719.68
2011-12-28,719.4
2011-12-29,702.26
2011-12-30,714.74
2012-01-02,794.51
2012-01-03,833.67
2012-01-04,717.77
2012-01-05,701.64
2012-01-06,703.44
2012-01-08,898.86
2012-01-09,681.32
2012-01-10,929.59
2012-01-11,1021.09
2012-01-12,715.93
2012-01-13,718.4
2012-01-16,713.84
2012-01-17,737.01
2012-01-18,739.14
2012-01-19,746.48
2012-01-20,748.22
2012-01-23,751.51
2012-01-24,748.37
2012-01-25,754.07
2012-01-26,776.89
2012-01-27,786.91
2012-01-30,784.71
2012-01-31,799.64
2012-02-01,794.51
2012-02-02,815.07
2012-02-03,826.5
2012-02-04,860.85
2012-02-05,829.26
2012-02-06,823.07
2012-02-07,874.49
2012-02-08,836.01
2012-02-09,841.98
2012-02-10,942.8
2012-02-11,1011.13
2012-02-13,824.32
2012-02-14,831.71
2012-02-15,827.12
2012-02-16,816.6
2012-02-17,829.09
2012-02-20,844.15
2012-02-21,838.44
2012-02-22,844.88
2012-02-23,828.35
2012-02-24,819.62
2012-02-27,806.69
2012-02-28,813.79
2012-02-29,825.85
2012-03-01,710.38
2012-03-02,835.0
2012-03-04,873.39
2012-03-05,822.18
2012-03-06,813.42
2012-03-07,874.41
2012-03-08,827.66
2012-03-09,942.33
2012-03-10,950.16
2012-03-12,1032.13
2012-03-13,821.53
2012-03-14,829.73
2012-03-15,838.49
2012-03-16,849.62
2012-03-19,859.45
2012-03-20,848.19
2012-03-21,857.54
2012-03-22,850.19
2012-03-23,845.33
2012-03-26,840.51
2012-03-27,861.33
2012-03-28,851.96
2012-03-29,845.08
2012-03-30,854.8
2012-04-01,717.77
2012-04-02,860.85
2012-04-03,873.39
2012-04-04,862.01
2012-04-05,854.11
2012-04-06,777.57
2012-04-07,882.74
2012-04-09,943.38
2012-04-10,837.85
2012-04-11,824.68
2012-04-12,1050.67
2012-04-13,842.12
2012-04-16,833.35
2012-04-17,841.53
2012-04-18,844.02
2012-04-19,836.57
2012-04-20,831.53
2012-04-23,
2012-04-24,830.31
2012-04-25,831.41
2012-04-26,834.63
2012-04-27,840.89
2012-04-30,834.05
2012-05-01,
2012-05-02,829.26
2012-05-03,822.18
2012-05-04,854.11
2012-05-06,783.83
2012-05-07,807.16
2012-05-08,814.78
2012-05-09,942.25
2012-05-10,810.68
2012-05-11,814.06
2012-05-12,1066.49
2012-05-14,810.27
2012-05-15,800.81
2012-05-16,797.87
2012-05-17,807.86
2012-05-18,788.22
2012-05-21,793.92
2012-05-22,786.92
2012-05-23,777.36
2012-05-24,773.97
2012-05-25,762.79
2012-05-28,763.53
2012-05-29,777.57
2012-05-30,768.13
2012-05-31,780.38
2012-06-01,703.44
2012-06-02,823.07
2012-06-03,813.42
2012-06-04,777.57
2012-06-05,783.83
2012-06-06,786.35
2012-06-07,794.77
2012-06-08,924.75
2012-06-09,949.01
2012-06-11,1018.84
2012-06-12,1066.14
2012-06-13,817.9
2012-06-14,816.38
2012-06-15,821.79
2012-06-18,822.76
2012-06-19,822.93
2012-06-20,841.23
2012-06-21,839.75
2012-06-22,848.83
2012-06-25,841.91
2012-06-26,837.98
2012-06-27,853.65
2012-06-28,854.25
2012-06-29,863.18
2012-07-02,874.49
2012-07-03,812.7
2012-07-04,882.74
2012-07-05,883.96
2012-07-06,794.77
2012-07-08,917.54
2012-07-09,878.4
2012-07-10,884.78
2012-07-11,886.85
2012-07-12,1063.62
2012-07-13,880.06
2012-07-16,878.31
2012-07-17,879.79
2012-07-18,881.01
2012-07-19,878.47
2012-07-20,868.71
2012-07-23,853.59
2012-07-24,855.78
2012-07-25,863.34
2012-07-26,874.57
2012-07-27,896.23
2012-07-30,906.38
2012-07-31,910.4
2012-08-01,898.86
2012-08-02,836.01
2012-08-03,900.57
2012-08-05,814.78
2012-08-06,924.75
2012-08-07,917.54
2012-08-08,910.38
2012-08-09,914.68
2012-08-10,902.53
2012-08-11,1005.91
2012-08-13,917.01
2012-08-14,906.97
2012-08-15,901.93
2012-08-16,912.87
2012-08-17,919.1
2012-08-20,
2012-08-21,
2012-08-22,921.43
2012-08-23,932.47
2012-08-24,929.06
2012-08-27,923.42
2012-08-28,933.24
2012-08-29,929.12
2012-08-30,
2012-08-31,930.24
2012-09-01,681.32
2012-09-02,841.98
2012-09-03,816.6
2012-09-04,943.38
2012-09-05,942.25
2012-09-06,949.01
2012-09-07,878.4
2012-09-08,914.68
2012-09-10,946.2
2012-09-11,955.64
2012-09-12,956.62
2012-09-13,957.28
2012-09-14,959.6
2012-09-17,956.38
2012-09-18,950.96
2012-09-19,944.44
2012-09-20,934.59
2012-09-21,948.73
2012-09-24,948.03
2012-09-25,941.3
2012-09-26,953.34
2012-09-27,940.75
2012-09-28,936.13
2012-10-01,691.2
2012-10-02,942.8
2012-10-03,950.16
2012-10-04,923.55
2012-10-05,947.96
2012-10-07,884.78
2012-10-08,902.53
2012-10-09,957.16
2012-10-10,956.81
2012-10-11,970.87
2012-10-12,1070.83
2012-10-15,973.69
2012-10-16,987.94
2012-10-17,990.76
2012-10-18,994.73
2012-10-19,989.36
2012-10-22,999.66
2012-10-23,998.21
2012-10-24,992.09
2012-10-25,
2012-10-26,
2012-10-29,
2012-10-30,997.11
2012-10-31,1016.96
2012-11-01,1021.09
2012-11-02,1011.13
2012-11-04,824.68
2012-11-05,1007.87
2012-11-06,816.88
2012-11-07,886.85
2012-11-08,1005.91
2012-11-09,955.64
2012-11-10,970.87
2012-11-12,1085.25
2012-11-13,998.73
2012-11-14,1014.71
2012-11-15,1003.21
2012-11-16,1000.36
2012-11-19,987.36
2012-11-20,993.04
2012-11-21,995.91
2012-11-22,991.41
2012-11-23,986.75
2012-11-26,1003.86
2012-11-27,1010.77
2012-11-28,1014.42
2012-11-29,1019.5
2012-11-30,1017.3
2012-12-01,715.93
2012-12-03,813.14
2012-12-04,835.4
2012-12-05,1066.49
2012-12-06,812.07
2012-12-07,1063.62
2012-12-09,956.62
2012-12-10,1070.83
2012-12-11,1085.25
2012-12-12,1078.65
2012-12-13,1087.99
2012-12-14,1084.61
2012-12-17,1071.21
2012-12-18,1095.46
2012-12-19,1087.98
2012-12-20,1084.75
2012-12-21,1075.69
2012-12-24,1084.62
2012-12-25,1090.23
2012-12-26,1095.37
2012-12-27,1102.79
2012-12-28,1101.15
2012-12-31,1101.4
2013-01-01,
2013-01-02,1111.1
2013-01-03,1117.4
2013-01-04,1119.93
2013-01-05,
2013-01-07,1123.79
2013-01-08,1136.06
2013-01-09,1123.87
2013-01-10,1135.58
2013-01-11,1138.77
2013-01-14,1149.6
2013-01-15,1154.61
2013-01-16,1165.98
2013-01-17,1190.96
2013-01-18,1187.17
2013-01-21,1201.77
2013-01-22,1191.26
2013-01-23,1210.12
2013-01-24,1210.34
2013-01-25,1204.07
2013-01-28,1172.63
2013-01-29,1141.03
2013-01-30,1149.59
2013-01-31,1108.14
2013-02-01,1111.1
2013-02-04,1134.62
2013-02-05,1137.65
2013-02-06,1128.78
2013-02-07,1118.63
2013-02-08,1045.59
2013-02-09,972.05
2013-02-10,1080.71
2013-02-11,1099.84
2013-02-12,1084.21
2013-02-13,1108.3
2013-02-14,1080.1
2013-02-15,1094.0
2013-02-18,1092.63
2013-02-19,1089.83
2013-02-20,1102.81
2013-02-21,1104.09
2013-02-22,1074.85
2013-02-25,1068.64
2013-02-26,1069.77
2013-02-27,1088.76
2013-02-28,1104.45
2013-03-01,1117.4
2013-03-04,1125.61
2013-03-05,1138.63
2013-03-06,1143.74
2013-03-07,1150.56
2013-03-08,1151.57
2013-03-09,967.63
2013-03-10,1084.15
2013-03-11,1172.87
2013-03-12,1053.77
2013-03-13,1164.73
2013-03-14,1158.35
2013-03-15,1166.68
2013-03-18,1164.82
2013-03-19,1174.82
2013-03-20,1161.2
2013-03-21,1159.07
2013-03-22,1153.25
2013-03-25,1166.5
2013-03-26,1166.28
2013-03-27,1175.38
2013-03-28,1191.78
2013-03-29,1205.73
2013-04-01,1119.93
2013-04-02,1134.62
2013-04-03,1125.61
2013-04-04,1192.5
2013-04-05,1177.61
