Tarih,TP_MK_ISL_HC
2007-11-30,1898403.99
2007-12-01,1422933.45
2007-12-02,1298421.64
2007-12-03,1115042.58
2007-12-04,1056978.75
2007-12-05,1571451.14
2007-12-06,812754.62
2007-12-07,2098387.11
2007-12-09,1186402.4
2007-12-10,
2007-12-11,1605608.92
2007-12-12,1917365.38
2007-12-13,1619390.4
2007-12-14,1206724.73
2007-12-17,1112789.31
2007-12-18,1177774.32
2007-12-19,380908.81
2007-12-20,
2007-12-21,
2007-12-24,920159.11
2007-12-25,584151.42
2007-12-26,645033.3
2007-12-27,1090142.86
2007-12-28,979070.54
2007-12-31,575205.58
2008-01-01,
2008-01-02,935034.44
2008-01-03,1266662.51
2008-01-04,1854723.69
2008-01-05,948186.55
2008-01-07,1209018.47
2008-01-08,1442831.64
2008-01-09,1291523.54
2008-01-10,
2008-01-11,1570545.83
2008-01-12,829597.48
2008-01-14,1245868.56
2008-01-15,1340046.97
2008-01-16,2013881.12
2008-01-17,2069687.56
2008-01-18,1728567.01
2008-01-21,1871898.73
2008-01-22,2896599.88
2008-01-23,2322975.42
2008-01-24,2126209.75
2008-01-25,1711507.07
2008-01-28,1350782.73
2008-01-29,1303327.718
2008-01-30,1102905.336
2008-01-31,1404939.467
2008-02-01,935034.44
2008-02-04,1885295.32
2008-02-05,1395117.54
2008-02-06,1601732.04
2008-02-07,1238432.88
2008-02-08,1640297.27
2008-02-09,1240719.82
2008-02-10,
2008-02-11,1228586.69
2008-02-12,2062421.5
2008-02-13,2049832.34
2008-02-14,1892434.91
2008-02-15,1579681.02
2008-02-18,1133892.21
2008-02-19,1823961.21
2008-02-20,1572431.14
2008-02-21,1688820.71
2008-02-22,1385014.29
2008-02-25,1080561.86
2008-02-26,1296598.98
2008-02-27,1491791.04
2008-02-28,1249627.74
2008-02-29,1601604.18
2008-03-01,1266662.51
2008-03-03,1196175.08
2008-03-04,1599233.35
2008-03-05,1107751.58
2008-03-06,1327196.406
2008-03-07,1389184.61
2008-03-09,1100234.29
2008-03-10,1063713.915
2008-03-11,2065255.44
2008-03-12,992548.4
2008-03-13,1646735.64
2008-03-14,2184129.09
2008-03-17,1764996.98
2008-03-18,1656909.13
2008-03-19,1823802.14
2008-03-20,1299436.07
2008-03-21,669460.35
2008-03-24,924288.27
2008-03-25,1296557.3
2008-03-26,1108488.31
2008-03-27,1478678.45
2008-03-28,1046000.48
2008-03-31,1253735.37
2008-04-01,1380836.71
2008-04-02,1245700.617
2008-04-03,1599233.35
2008-04-04,1738468.7
2008-04-06,1110233.8
2008-04-07,1250216.11
2008-04-08,1355067.29
2008-04-09,999110.22
2008-04-10,1582170.96
2008-04-11,1557384.53
2008-04-12,1381279.21
2008-04-14,1066997.65
2008-04-15,1090407.6
2008-04-16,1146531.12
2008-04-17,1417800.55
2008-04-18,1752495.86
2008-04-21,1266619.45
2008-04-22,1129984.21
2008-04-23,
2008-04-24,1803583.82
2008-04-25,1571585.845
2008-04-28,1093899.38
2008-04-29,1098113.52
2008-04-30,1296326.76
2008-05-01,948186.55
2008-05-02,1418814.28
2008-05-03,1107751.58
2008-05-05,988409.45
2008-05-06,1300657.092
2008-05-07,1162725.33
2008-05-08,1517778.11
2008-05-09,1229451.836
2008-05-11,1254808.47
2008-05-12,917453.31
2008-05-13,1091752.17
2008-05-14,1265525.259
2008-05-15,2041175.353
2008-05-16,1386699.925
2008-05-19,
2008-05-20,1457597.34
2008-05-21,1233172.94
2008-05-22,968829.34
2008-05-23,1482506.18
2008-05-26,989173.93
2008-05-27,1242853.45
2008-05-28,1319710.94
2008-05-29,1118219.91
2008-05-30,1681429.977
2008-06-02,1601732.04
2008-06-03,1327196.406
2008-06-04,1110233.8
2008-06-05,1070593.73
2008-06-06,1291478.23
2008-06-08,1472149.12
2008-06-09,890245.2
2008-06-10,1246329.985
2008-06-11,1543813.055
2008-06-12,1331968.85
2008-06-13,1110682.25
2008-06-16,1269141.8
2008-06-17,1355872.27
2008-06-18,821276.55
2008-06-19,1038346.0
2008-06-20,1026508.14
2008-06-23,839848.05
2008-06-24,903102.31
2008-06-25,661419.31
2008-06-26,944630.18
2008-06-27,1156968.75
2008-06-30,926565.9
2008-07-01,1209018.47
2008-07-02,1606368.327
2008-07-03,1389184.61
2008-07-04,1250216.11
2008-07-05,1162725.33
2008-07-07,913048.6
2008-07-08,1347327.08
2008-07-09,1437100.79
2008-07-10,1546976.136
2008-07-11,1041758.12
2008-07-14,925384.04
2008-07-15,845140.65
2008-07-16,1356130.38
2008-07-17,1702701.92
2008-07-18,1653846.44
2008-07-21,1378198.47
2008-07-22,1265343.97
2008-07-23,1417421.63
2008-07-24,1472955.25
2008-07-25,1258686.72
2008-07-28,886568.26
2008-07-29,1312300.54
2008-07-30,2163202.53
2008-07-31,2717498.16
2008-08-01,1442831.64
2008-08-02,1640297.27
2008-08-04,1355067.29
2008-08-05,1494634.69
2008-08-06,1472149.12
2008-08-07,1003074.7
2008-08-08,1671027.5
2008-08-09,1549878.9
2008-08-10,2660489.985
2008-08-11,1208934.45
2008-08-12,1279502.33
2008-08-13,874984.97
2008-08-14,1142445.94
2008-08-15,973229.53
2008-08-18,1065081.88
2008-08-19,1050195.74
2008-08-20,975557.68
2008-08-21,840532.02
2008-08-22,1188273.39
2008-08-25,739365.58
2008-08-26,759001.08
2008-08-27,742450.2
2008-08-28,887107.21
2008-08-29,815395.26
2008-09-01,1291523.54
2008-09-02,1240719.82
2008-09-03,1100234.29
2008-09-04,1686168.21
2008-09-05,1229451.836
2008-09-06,890245.2
2008-09-07,1437100.79
2008-09-08,1549878.9
2008-09-09,1393014.47
2008-09-10,1474017.34
2008-09-11,1322362.3
2008-09-12,
2008-09-15,1286497.21
2008-09-16,1339771.29
2008-09-17,1683772.808
2008-09-18,1853371.27
2008-09-19,3170421.99
2008-09-22,1387444.05
2008-09-23,1257270.86
2008-09-24,1163685.03
2008-09-25,1583504.698
2008-09-26,1289771.32
2008-09-29,476729.285
2008-09-30,
2008-10-01,
2008-10-02,
2008-10-03,1185844.45
2008-10-04,1582170.96
2008-10-06,1318084.55
2008-10-07,1546976.136
2008-10-08,2660489.985
2008-10-09,1474017.34
2008-10-10,1673536.39
2008-10-11,920379.7
2008-10-12,
2008-10-13,1304268.01
2008-10-14,1571682.56
2008-10-15,1005577.43
2008-10-16,1753416.83
2008-10-17,1438728.69
2008-10-20,1347055.55
2008-10-21,1855655.58
2008-10-22,1187240.37
2008-10-23,1872871.76
2008-10-24,1147299.83
2008-10-27,1190402.0
2008-10-28,719292.35
2008-10-29,
2008-10-30,1857034.76
2008-10-31,1908962.67
2008-11-01,1570545.83
2008-11-02,1228586.69
2008-11-03,1131658.75
2008-11-04,1644216.94
2008-11-05,1254808.47
2008-11-06,1543813.055
2008-11-07,1041758.12
2008-11-08,1208934.45
2008-11-09,1322362.3
2008-11-10,920379.7
2008-11-11,798718.87
2008-11-12,
2008-11-13,1341311.27
2008-11-14,1282078.76
2008-11-17,1202172.22
2008-11-18,1230042.81
2008-11-19,1101164.58
2008-11-20,1286192.59
2008-11-21,1400498.99
2008-11-24,1718733.83
2008-11-25,1864771.84
2008-11-26,1103770.58
2008-11-27,1399676.12
2008-11-28,1336259.84
2008-12-01,829597.48
2008-12-02,1317058.34
2008-12-03,992548.4
2008-12-04,1381279.21
2008-12-05,917453.31
2008-12-06,1331968.85
2008-12-08,1279502.33
2008-12-09,1329962.74
2008-12-10,
2008-12-11,1121872.46
2008-12-12,1159949.004
2008-12-15,1331653.9
2008-12-16,1606093.96
2008-12-17,1449479.85
2008-12-18,1186139.63
2008-12-19,1101164.0
2008-12-22,630050.74
2008-12-23,531187.6
2008-12-24,304106.46
2008-12-25,212510.37
2008-12-26,397606.38
2008-12-29,526966.44
2008-12-30,516428.88
2008-12-31,972079.38
2009-01-01,
2009-01-02,692947.82
2009-01-04,1336059.45
2009-01-05,
2009-01-06,2132606.83
2009-01-07,1959346.16
2009-01-08,1403838.68
2009-01-09,1773237.71
2009-01-10,1855002.84
2009-01-12,2105524.47
2009-01-13,1099280.3
2009-01-14,1316873.48
2009-01-15,1434541.38
2009-01-16,1164652.83
2009-01-19,977341.54
2009-01-20,1176146.18
2009-01-21,1258578.31
2009-01-22,1224283.79
2009-01-23,966553.69
2009-01-26,1357980.2
2009-01-27,1297055.91
2009-01-28,1293620.15
2009-01-29,1049780.62
2009-01-30,885158.133
2009-02-01,692947.82
2009-02-02,664152.467
2009-02-03,852145.201
2009-02-04,1726598.0
2009-02-05,789378.869
2009-02-06,2650741.12
2009-02-07,2263605.86
2009-02-09,1069066.74
2009-02-10,1156847.39
2009-02-11,1055831.8
2009-02-12,2450051.18
2009-02-13,1073886.45
2009-02-16,700431.55
2009-02-17,1025106.74
2009-02-18,1363910.8
2009-02-19,1036647.47
2009-02-20,1019249.29
2009-02-23,982931.6
2009-02-24,1161805.53
2009-02-25,929157.91
2009-02-26,895662.08
2009-02-27,927823.42
2009-03-02,802239.3
2009-03-03,782777.15
2009-03-04,684667.0
2009-03-05,907771.97
2009-03-06,961419.69
2009-03-07,1711441.04
2009-03-08,2458860.51
2009-03-09,2072180.32
2009-03-10,1034636.49
2009-03-11,2324344.558
2009-03-12,1206139.34
2009-03-13,1406318.44
2009-03-16,997864.76
2009-03-17,940530.76
2009-03-18,939755.75
2009-03-19,1400711.93
2009-03-20,888372.06
2009-03-23,1709864.81
2009-03-24,1914949.68
2009-03-25,1539397.47
2009-03-26,1573071.91
2009-03-27,1213778.89
2009-03-30,923328.01
2009-03-31,1107188.56
2009-04-01,1336059.45
2009-04-02,938024.45
2009-04-03,1865389.94
2009-04-05,2005961.17
2009-04-06,2267301.81
2009-04-07,1210286.01
2009-04-08,3117475.56
2009-04-09,2533908.68
2009-04-10,1252749.89
2009-04-11,2488092.215
2009-04-12,2591292.9
2009-04-13,1221759.62
2009-04-14,1984949.14
2009-04-15,1741609.96
2009-04-16,2251317.44
2009-04-17,2045196.81
2009-04-20,2044798.96
2009-04-21,1856505.02
2009-04-22,1851687.07
2009-04-23,
2009-04-24,1911820.86
2009-04-27,1753454.28
2009-04-28,1648061.4
2009-04-29,2702876.44
2009-04-30,2668675.47
2009-05-01,1335237.01
2009-05-02,789378.869
2009-05-03,907771.97
2009-05-04,2005961.17
2009-05-05,3114185.85
2009-05-06,3112685.15
2009-05-07,3422614.2
2009-05-08,3045822.45
2009-05-10,1778315.07
2009-05-11,2285938.47
2009-05-12,2711840.69
2009-05-13,2524434.46
2009-05-14,2212383.35
2009-05-15,2424829.09
2009-05-18,1628846.47
2009-05-19,
2009-05-20,3124181.91
2009-05-21,2979327.7
2009-05-22,2131351.91
2009-05-25,1917752.28
2009-05-26,2794106.85
2009-05-27,2461811.62
2009-05-28,2268904.72
2009-05-29,2543817.12
2009-06-01,1456542.73
2009-06-02,2650741.12
2009-06-03,961419.69
2009-06-04,2267301.81
2009-06-05,3112685.15
2009-06-07,1428124.94
2009-06-08,1903895.42
2009-06-09,1849341.21
2009-06-10,2031501.63
2009-06-11,2684959.251
2009-06-12,1842771.03
2009-06-15,1733829.12
2009-06-16,1725298.64
2009-06-17,1895951.02
2009-06-18,2220465.84
2009-06-19,2451148.44
2009-06-22,1827382.58
2009-06-23,1837644.79
2009-06-24,2136704.57
2009-06-25,2432568.46
2009-06-26,2433699.792
2009-06-29,2541476.8
2009-06-30,2147340.2
2009-07-01,1959346.16
2009-07-02,2263605.86
2009-07-03,1711441.04
2009-07-04,1210286.01
2009-07-05,3422614.2
2009-07-06,1428124.94
2009-07-07,1815146.86
2009-07-08,2277906.78
2009-07-09,1404339.08
2009-07-10,1798690.51
2009-07-12,2137892.88
2009-07-13,1461557.38
2009-07-14,1920834.19
2009-07-15,1776562.43
2009-07-16,2059929.35
2009-07-17,1669099.79
2009-07-20,1324664.26
2009-07-21,1895345.02
2009-07-22,1774553.43
2009-07-23,1792607.04
2009-07-24,2394225.745
2009-07-27,1825214.4
2009-07-28,1955478.029
2009-07-29,2239363.04
2009-07-30,3141486.84
2009-07-31,3277447.2
2009-08-01,1403838.68
2009-08-03,2458860.51
2009-08-04,1900206.97
2009-08-05,2777323.2
2009-08-06,2752403.8
2009-08-07,1512319.04
2009-08-09,1488016.5
2009-08-10,2753039.5
2009-08-11,2192904.481
2009-08-12,2184404.37
2009-08-13,2774657.01
2009-08-14,2261645.5
2009-08-17,1752816.59
2009-08-18,1883132.47
2009-08-19,2667348.87
2009-08-20,2604841.54
2009-08-21,2540429.78
2009-08-24,2620466.88
2009-08-25,2888803.96
2009-08-26,3127402.06
2009-08-27,2340303.47
2009-08-28,2499455.41
2009-08-31,1971392.26
2009-09-01,1773237.71
2009-09-02,2259959.79
2009-09-03,2072180.32
2009-09-04,2533908.68
2009-09-06,1849341.21
2009-09-07,1404339.08
2009-09-08,1488016.5
2009-09-09,2164178.37
2009-09-10,2296031.82
2009-09-11,2472261.093
2009-09-12,2283079.38
2009-09-14,1914601.51
2009-09-15,1535719.76
2009-09-16,2350111.9
2009-09-17,1774266.1
2009-09-18,1637035.36
2009-09-21,
2009-09-22,
2009-09-23,2046664.79
2009-09-24,2189704.03
2009-09-25,1823033.23
2009-09-28,1895514.78
2009-09-29,2166757.73
2009-09-30,2667545.12
2009-10-01,1855002.84
2009-10-02,1156847.39
2009-10-03,1034636.49
2009-10-04,1252749.89
2009-10-05,1778315.07
2009-10-06,2907143.73
2009-10-07,2590045.06
2009-10-08,1869200.709
2009-10-09,2296031.82
2009-10-11,2372924.653
2009-10-12,2361953.09
2009-10-13,2616945.61
2009-10-14,2845990.11
2009-10-15,2824607.73
2009-10-16,2733883.13
2009-10-19,1650638.84
2009-10-20,2754951.66
2009-10-21,2646570.29
2009-10-22,2615040.31
2009-10-23,2617331.99
2009-10-26,2237200.49
2009-10-27,2368927.087
2009-10-28,1354746.128
2009-10-29,
2009-10-30,3023312.264
2009-11-02,1055831.8
2009-11-03,2324344.558
2009-11-04,2488092.215
2009-11-05,2529872.189
2009-11-06,2684959.251
2009-11-08,2192904.481
2009-11-09,2472261.093
2009-11-10,2372924.653
2009-11-11,2726125.227
2009-11-12,2737331.634
2009-11-13,2095100.57
2009-11-16,1878890.77
2009-11-17,2195176.95
2009-11-18,2256195.8
2009-11-19,2328060.38
2009-11-20,1857523.24
2009-11-23,1699163.53
2009-11-24,1959448.98
2009-11-25,1531106.59
2009-11-26,886238.19
2009-11-27,
2009-11-30,
2009-12-01,2105524.47
2009-12-02,2450051.18
2009-12-03,3852497.63
2009-12-04,2591292.9
2009-12-05,2711840.69
2009-12-06,1842771.03
2009-12-07,2137892.88
2009-12-08,3143849.9
2009-12-09,2283079.38
2009-12-10,2361953.09
2009-12-11,2737331.634
2009-12-14,1975529.36
2009-12-15,2128209.09
2009-12-16,2252129.59
2009-12-17,1843279.61
2009-12-18,1917265.99
2009-12-21,2419350.18
2009-12-22,2065865.77
2009-12-23,1997744.4
2009-12-24,1273503.87
2009-12-25,1180907.32
2009-12-28,1582693.91
2009-12-29,1787339.75
2009-12-30,1926446.65
2009-12-31,2617335.53
2010-01-01,
2010-01-02,3172143.63
2010-01-03,2767945.48
2010-01-04,2636420.34
2010-01-05,3437584.43
2010-01-06,2049452.91
2010-01-07,1708978.16
2010-01-08,3731992.43
2010-01-09,2158738.956
2010-01-10,2164299.68
2010-01-11,3329676.82
2010-01-12,2620665.39
2010-01-13,3172917.44
2010-01-14,3219371.43
2010-01-15,3213165.37
2010-01-18,2244797.29
2010-01-19,3061613.72
2010-01-20,3929251.88
2010-01-21,2940655.82
2010-01-22,2633386.85
2010-01-25,2200575.49
2010-01-26,2813040.97
2010-01-27,3092408.18
2010-01-28,2876742.98
2010-01-29,2953866.12
2010-02-01,3172143.63
2010-02-02,2576024.14
2010-02-03,2671260.6
2010-02-04,3047138.1
2010-02-05,3906890.0
2010-02-06,2575492.52
2010-02-07,1600134.11
2010-02-08,3098989.63
2010-02-09,2559205.43
2010-02-10,2853218.86
2010-02-11,3593556.9
2010-02-12,4281624.44
2010-02-15,2293149.98
2010-02-16,2301221.31
2010-02-17,3224374.26
2010-02-18,2496318.21
2010-02-19,3087719.05
2010-02-22,2830340.2
2010-02-23,2848564.49
2010-02-24,3365701.98
2010-02-25,3611285.99
2010-02-26,2751022.62
2010-03-01,2767945.48
2010-03-02,2671260.6
2010-03-03,2426704.57
2010-03-04,2232394.86
2010-03-05,2577381.21
2010-03-06,2490242.46
2010-03-08,2600525.5
2010-03-09,2168519.6
2010-03-10,2214364.73
2010-03-11,2774843.8
2010-03-12,1710543.49
2010-03-15,1417393.73
2010-03-16,2275298.05
2010-03-17,2633792.17
2010-03-18,2523464.07
2010-03-19,2041506.89
2010-03-22,2335886.75
2010-03-23,2390908.5
2010-03-24,3587122.02
2010-03-25,3284393.5
2010-03-26,3032481.65
2010-03-29,2272488.94
2010-03-30,2489494.03
2010-03-31,3402098.23
2010-04-01,2636420.34
2010-04-02,3047138.1
2010-04-03,2232394.86
2010-04-05,3002580.99
2010-04-06,2462626.16
2010-04-07,2659838.84
2010-04-08,2679449.12
2010-04-09,3092623.04
2010-04-10,1935664.7
2010-04-11,3706375.23
2010-04-12,2517445.78
2010-04-13,2494331.76
2010-04-14,2635614.67
2010-04-15,2887103.52
2010-04-16,3243705.89
2010-04-19,2717684.48
2010-04-20,3003536.31
2010-04-21,2670262.3
2010-04-22,2813894.95
2010-04-23,
2010-04-26,2817540.96
2010-04-27,2845488.07
2010-04-28,3348110.96
2010-04-29,2902624.16
2010-04-30,3351656.48
2010-05-01,3437584.43
2010-05-02,3906890.0
2010-05-03,2577381.21
2010-05-04,2091260.31
2010-05-05,2934847.86
2010-05-06,2662108.07
2010-05-07,3454028.15
2010-05-08,1833917.06
2010-05-10,3221674.67
2010-05-11,2708472.36
2010-05-12,3248819.21
2010-05-13,3001316.35
2010-05-14,2702608.66
2010-05-17,2242047.73
2010-05-18,2263218.08
2010-05-19,
2010-05-20,2735390.2
2010-05-21,3132812.23
2010-05-24,2198989.05
2010-05-25,2537470.31
2010-05-26,2685295.51
2010-05-27,2498650.69
2010-05-28,2465362.33
2010-05-31,1605968.87
2010-06-01,3023269.19
2010-06-02,2575492.52
2010-06-03,2490242.46
2010-06-04,2462626.16
2010-06-05,2662108.07
2010-06-07,2130199.02
2010-06-08,2132462.667
2010-06-09,1421477.366
2010-06-10,1889342.731
2010-06-11,1679712.35
2010-06-12,2980719.55
2010-06-14,1592266.96
2010-06-15,1962816.31
2010-06-16,1965436.74
2010-06-17,2271887.74
2010-06-18,1711812.69
2010-06-21,1720284.54
2010-06-22,1892112.81
2010-06-23,1695924.58
2010-06-24,1514007.01
2010-06-25,1371686.51
2010-06-28,1389607.5
2010-06-29,1671999.13
2010-06-30,1782068.72
2010-07-01,1708978.16
2010-07-02,1600134.11
2010-07-04,2659838.84
2010-07-05,3454028.15
2010-07-06,1757707.96
2010-07-07,1825260.71
2010-07-08,2030062.58
2010-07-09,1797570.42
2010-07-10,2541865.77
2010-07-12,3232817.43
2010-07-13,2166621.05
2010-07-14,1835584.46
2010-07-15,2294643.29
2010-07-16,1817386.69
2010-07-19,1505600.28
2010-07-20,1695232.21
2010-07-21,2134011.24
2010-07-22,2200282.76
2010-07-23,1699302.21
2010-07-26,1460057.8
2010-07-27,2117576.67
2010-07-28,2022898.36
2010-07-29,1832228.68
2010-07-30,1962481.58
2010-08-01,3731992.43
2010-08-02,1591411.78
2010-08-03,1654676.79
2010-08-04,2017816.42
2010-08-05,1833917.06
2010-08-06,1546448.87
2010-08-07,2030062.58
2010-08-09,665038.099
2010-08-10,1508275.54
2010-08-11,2372635.18
2010-08-12,1700462.03
2010-08-13,1451757.21
2010-08-16,1413158.83
2010-08-17,1855876.42
2010-08-18,1887610.28
2010-08-19,1966723.51
2010-08-20,1718851.18
2010-08-23,1488402.26
2010-08-24,1573730.84
2010-08-25,1730641.04
2010-08-26,1572676.05
2010-08-27,1810018.0
2010-08-30,
2010-08-31,1922432.84
2010-09-01,2158738.956
2010-09-02,2559205.43
2010-09-03,2555174.93
2010-09-04,3092623.04
2010-09-06,1421477.366
2010-09-07,1549537.695
2010-09-08,665038.099
2010-09-09,
2010-09-10,
2010-09-11,3221630.87
2010-09-12,3749085.46
2010-09-13,2390142.146
2010-09-14,2165624.336
2010-09-15,2992765.565
2010-09-16,2637579.581
2010-09-17,3185186.86
2010-09-20,1982120.259
2010-09-21,2396329.47
2010-09-22,2787745.99
2010-09-23,3186470.18
2010-09-24,2253048.61
2010-09-27,2785448.22
2010-09-28,3107409.06
2010-09-29,3216248.75
2010-09-30,3231623.83
2010-10-01,2164299.68
2010-10-02,2853218.86
2010-10-03,2214364.73
2010-10-04,1935664.7
2010-10-05,3221674.67
2010-10-06,2781064.36
2010-10-07,2541865.77
2010-10-08,1508275.54
2010-10-09,
2010-10-11,3341400.55
2010-10-12,3517941.81
2010-10-13,4267582.42
2010-10-14,3743482.29
2010-10-15,3454455.66
2010-10-18,3301283.6
2010-10-19,3175361.75
2010-10-20,3078574.26
2010-10-21,3033632.41
2010-10-22,3031431.25
2010-10-25,2996003.86
2010-10-26,2520941.12
2010-10-27,2947354.61
2010-10-28,1365820.98
2010-10-29,
2010-11-01,3329676.82
2010-11-02,3593556.9
2010-11-03,1731886.66
2010-11-04,3706375.23
2010-11-05,2808371.38
2010-11-06,1679712.35
2010-11-08,1601294.23
2010-11-09,3221630.87
2010-11-10,3219251.3
2010-11-11,3076511.95
2010-11-12,2544275.77
2010-11-15,731345.95
2010-11-16,
2010-11-17,
2010-11-18,
2010-11-19,
2010-11-22,3034216.08
2010-11-23,2878763.04
2010-11-24,3743860.7
2010-11-25,2313426.52
2010-11-26,2438410.93
2010-11-29,3158934.53
2010-11-30,3140669.83
2010-12-01,3206773.56
2010-12-02,4281624.44
2010-12-03,1710543.49
2010-12-04,2517445.78
2010-12-05,3248819.21
2010-12-06,2980719.55
2010-12-07,1630110.54
2010-12-08,3232671.48
2010-12-09,3749085.46
2010-12-10,3517941.81
2010-12-11,2544275.77
2010-12-13,3595284.15
2010-12-14,3260918.66
2010-12-15,2982972.14
2010-12-16,3373082.41
2010-12-17,4570928.55
2010-12-20,2874129.1
2010-12-21,2640413.08
2010-12-22,2694961.12
2010-12-23,2964164.1
2010-12-24,2025165.5
2010-12-27,2609627.48
2010-12-28,3189363.75
2010-12-29,3418732.87
2010-12-30,2870172.28
2010-12-31,2261763.56
2011-01-02,3392467.88
2011-01-03,4486727.78
2011-01-04,4276057.4
2011-01-05,4402240.49
2011-01-06,4264637.21
2011-01-07,1556494.63
2011-01-08,1831063.72
2011-01-09,
2011-01-10,3493480.0
2011-01-11,4111822.39
2011-01-12,3910152.19
2011-01-13,3869486.9
2011-01-14,3442387.88
2011-01-17,3150789.95
2011-01-18,3344811.36
2011-01-19,3735004.59
2011-01-20,3755039.55
2011-01-21,3591476.08
2011-01-24,3283566.67
2011-01-25,3458344.6
2011-01-26,3405505.67
2011-01-27,3797796.18
2011-01-28,3462332.34
2011-01-31,3422380.22
2011-02-01,3392467.88
2011-02-02,3669929.53
2011-02-03,3440540.57
2011-02-04,3507224.53
2011-02-05,3242985.54
2011-02-06,2623855.91
2011-02-07,3401017.16
2011-02-08,2949919.21
2011-02-09,1984991.05
2011-02-10,3162033.55
2011-02-11,2929433.49
2011-02-12,2366106.44
2011-02-14,3066464.07
2011-02-15,3558283.53
2011-02-16,3374424.69
2011-02-17,3640141.29
2011-02-18,3429310.7
2011-02-21,3295614.91
2011-02-22,3283331.92
2011-02-23,3655033.84
2011-02-24,4933900.47
2011-02-25,3502085.74
2011-02-28,3465858.2
2011-03-01,4486727.78
2011-03-02,3440540.57
2011-03-03,3739481.69
2011-03-04,3522963.75
2011-03-05,3512452.36
2011-03-06,2745282.23
2011-03-07,3420043.55
2011-03-08,2522804.32
2011-03-09,4104914.19
2011-03-10,2564322.43
2011-03-11,2468853.45
2011-03-14,3799126.03
2011-03-15,4227541.7
2011-03-16,4039941.72
2011-03-17,3383216.17
2011-03-18,4010910.78
2011-03-21,2814646.53
2011-03-22,2962594.5
2011-03-23,3790820.24
2011-03-24,3582424.48
2011-03-25,3498330.38
2011-03-28,2507697.19
2011-03-29,3067750.53
2011-03-30,2994392.92
2011-03-31,3276998.71
2011-04-01,4276057.4
2011-04-02,3507224.53
2011-04-03,3522963.75
2011-04-04,4190498.54
2011-04-05,4023530.25
2011-04-06,4337890.44
2011-04-07,1686965.9
2011-04-08,4204621.93
2011-04-10,2753606.9
2011-04-11,1798958.49
2011-04-12,3332922.84
2011-04-13,3336063.57
2011-04-14,2586508.97
2011-04-15,2893642.59
2011-04-18,4048071.5
2011-04-19,3134815.99
2011-04-20,3925059.73
2011-04-21,3183708.77
2011-04-22,2471773.93
2011-04-25,2736499.68
2011-04-26,2994992.87
2011-04-27,3094040.24
2011-04-28,3135189.21
2011-04-29,3355729.64
2011-05-01,4402240.49
2011-05-02,3242985.54
2011-05-03,3512452.36
2011-05-04,4544083.41
2011-05-05,3173980.48
2011-05-06,3305431.75
2011-05-07,2344250.05
2011-05-08,3388280.87
2011-05-09,1827966.08
2011-05-10,2422809.6
2011-05-11,3775881.19
2011-05-12,1561449.33
2011-05-13,3693211.28
2011-05-16,3225948.7
2011-05-17,3096314.1
2011-05-18,2849184.68
2011-05-19,
2011-05-20,2528313.05
2011-05-23,2933366.1
2011-05-24,2804963.54
2011-05-25,3460807.09
2011-05-26,2402585.99
2011-05-27,2475818.85
2011-05-30,1889637.24
2011-05-31,3036198.04
2011-06-01,4264637.21
2011-06-02,2623855.91
2011-06-03,2745282.23
2011-06-04,4337890.44
2011-06-05,3305431.75
2011-06-06,2154516.87
2011-06-07,1916887.88
2011-06-08,2936279.3
2011-06-09,2226152.53
2011-06-10,1988391.8
2011-06-12,1727948.99
2011-06-13,2345823.23
2011-06-14,3207980.5
2011-06-15,2730776.38
2011-06-16,2610753.65
2011-06-17,2243172.28
2011-06-20,1831098.73
2011-06-21,1912629.47
2011-06-22,1776856.36
2011-06-23,2176597.84
2011-06-24,2204661.84
2011-06-27,1625934.14
2011-06-28,2169259.22
2011-06-29,2009620.6
2011-06-30,2096042.33
2011-07-01,3459466.3
2011-07-02,3401017.16
2011-07-03,3420043.55
2011-07-04,1686965.9
2011-07-05,2344250.05
2011-07-06,1916887.88
2011-07-07,2090964.55
2011-07-08,2097199.26
2011-07-09,2450077.65
2011-07-10,2713451.07
2011-07-11,1518851.32
2011-07-12,2748606.89
2011-07-13,2269919.41
2011-07-14,2094304.62
2011-07-15,1670140.96
2011-07-18,1562840.07
2011-07-19,1544895.92
2011-07-20,1620603.87
2011-07-21,2815353.63
2011-07-22,1935026.91
2011-07-25,2213707.55
2011-07-26,1916561.63
2011-07-27,2136791.46
2011-07-28,2156752.3
2011-07-29,2010550.15
2011-08-01,1831063.72
2011-08-02,2949919.21
2011-08-03,3787947.78
2011-08-04,3217962.76
2011-08-05,3388280.87
2011-08-06,2936279.3
2011-08-07,2097199.26
2011-08-08,3413499.18
2011-08-09,3733704.05
2011-08-10,3497624.86
2011-08-11,
2011-08-12,3266058.1
2011-08-15,2058208.3
2011-08-16,2243221.68
2011-08-17,2663897.27
2011-08-18,2664590.75
2011-08-19,2657076.66
2011-08-22,2623476.21
2011-08-23,2206263.34
2011-08-24,1969081.36
2011-08-25,2106574.65
2011-08-26,1841179.12
2011-08-29,542555.73
2011-08-30,
2011-08-31,
2011-09-01,
2011-09-02,1984991.05
2011-09-03,4104914.19
2011-09-05,1827966.08
2011-09-06,2226152.53
2011-09-07,2450077.65
2011-09-08,2771383.88
2011-09-09,2573028.67
2011-09-11,
2011-09-12,1957967.49
2011-09-13,2551770.14
2011-09-14,2509767.48
2011-09-15,2474183.84
2011-09-16,2272228.05
