Tarih,TP_MK_G_HIZMET
2008-11-03,258.58
2008-11-04,259.62
2008-11-05,273.21
2008-11-06,266.73
2008-11-07,273.68
2008-11-08,343.18
2008-11-09,313.66
2008-11-10,275.83
2008-11-11,266.7
2008-11-12,
2008-11-13,255.26
2008-11-14,255.83
2008-11-17,250.29
2008-11-18,238.96
2008-11-19,237.97
2008-11-20,221.98
2008-11-21,229.75
2008-11-24,243.53
2008-11-25,247.23
2008-11-26,248.73
2008-11-27,261.95
2008-11-28,263.73
2008-12-01,261.52
2008-12-02,255.91
2008-12-03,258.49
2008-12-04,262.03
2008-12-05,261.07
2008-12-06,339.19
2008-12-08,348.35
2008-12-09,311.4
2008-12-10,
2008-12-11,261.31
2008-12-12,267.92
2008-12-15,271.55
2008-12-16,269.65
2008-12-17,273.19
2008-12-18,272.25
2008-12-19,270.9
2008-12-22,260.85
2008-12-23,265.82
2008-12-24,266.81
2008-12-25,264.98
2008-12-26,267.67
2008-12-29,270.42
2008-12-30,270.3
2008-12-31,269.5
2009-01-01,
2009-01-02,274.66
2009-01-04,276.55
2009-01-05,
2009-01-06,333.23
2009-01-07,356.94
2009-01-08,276.45
2009-01-09,396.98
2009-01-10,430.14
2009-01-12,414.53
2009-01-13,264.15
2009-01-14,270.75
2009-01-15,272.67
2009-01-16,275.8
2009-01-19,278.86
2009-01-20,271.32
2009-01-21,267.22
2009-01-22,278.61
2009-01-23,273.69
2009-01-26,284.01
2009-01-27,285.58
2009-01-28,290.29
2009-01-29,287.8
2009-01-30,287.21
2009-02-01,274.66
2009-02-02,286.38
2009-02-03,285.81
2009-02-04,281.77
2009-02-05,284.96
2009-02-06,336.28
2009-02-07,360.08
2009-02-09,297.9
2009-02-10,295.2
2009-02-11,283.2
2009-02-12,422.4
2009-02-13,288.87
2009-02-16,284.51
2009-02-17,281.76
2009-02-18,274.27
2009-02-19,286.08
2009-02-20,283.69
2009-02-23,286.85
2009-02-24,283.47
2009-02-25,285.81
2009-02-26,280.86
2009-02-27,276.15
2009-03-02,271.36
2009-03-03,267.27
2009-03-04,276.57
2009-03-05,276.82
2009-03-06,264.69
2009-03-07,353.98
2009-03-08,380.79
2009-03-09,384.99
2009-03-10,266.53
2009-03-11,416.83
2009-03-12,261.88
2009-03-13,268.77
2009-03-16,267.2
2009-03-17,264.38
2009-03-18,261.27
2009-03-19,262.26
2009-03-20,265.2
2009-03-23,268.13
2009-03-24,268.36
2009-03-25,266.93
2009-03-26,268.11
2009-03-27,270.17
2009-03-30,269.58
2009-03-31,273.54
2009-04-01,276.55
2009-04-02,289.04
2009-04-03,278.56
2009-04-05,307.18
2009-04-06,332.96
2009-04-07,272.04
2009-04-08,385.67
2009-04-09,281.01
2009-04-10,289.76
2009-04-11,420.05
2009-04-12,442.25
2009-04-13,292.57
2009-04-14,291.93
2009-04-15,285.29
2009-04-16,292.45
2009-04-17,293.51
2009-04-20,289.42
2009-04-21,282.92
2009-04-22,285.71
2009-04-23,
2009-04-24,286.43
2009-04-27,288.06
2009-04-28,287.04
2009-04-29,292.37
2009-04-30,300.43
2009-05-01,281.28
2009-05-02,284.96
2009-05-03,276.82
2009-05-04,307.18
2009-05-05,310.3
2009-05-06,306.09
2009-05-07,312.16
2009-05-08,389.02
2009-05-10,419.81
2009-05-11,306.61
2009-05-12,310.91
2009-05-13,316.95
2009-05-14,314.85
2009-05-15,314.58
2009-05-18,316.75
2009-05-19,
2009-05-20,322.86
2009-05-21,322.0
2009-05-22,323.8
2009-05-25,324.47
2009-05-26,323.19
2009-05-27,329.26
2009-05-28,327.27
2009-05-29,329.73
2009-06-01,289.23
2009-06-02,336.28
2009-06-03,264.69
2009-06-04,332.96
2009-06-05,306.09
2009-06-07,351.44
2009-06-08,332.52
2009-06-09,330.97
2009-06-10,334.08
2009-06-11,427.03
2009-06-12,332.23
2009-06-15,329.82
2009-06-16,331.76
2009-06-17,333.53
2009-06-18,337.15
2009-06-19,343.11
2009-06-22,345.43
2009-06-23,336.62
2009-06-24,339.97
2009-06-25,345.79
2009-06-26,351.6
2009-06-29,357.27
2009-06-30,360.61
2009-07-01,356.94
2009-07-02,360.08
2009-07-03,353.98
2009-07-04,272.04
2009-07-05,312.16
2009-07-06,351.44
2009-07-07,354.3
2009-07-08,379.94
2009-07-09,392.23
2009-07-10,345.92
2009-07-12,446.52
2009-07-13,348.28
2009-07-14,347.34
2009-07-15,346.51
2009-07-16,350.97
2009-07-17,353.36
2009-07-20,358.44
2009-07-21,354.18
2009-07-22,353.66
2009-07-23,351.48
2009-07-24,354.4
2009-07-27,355.34
2009-07-28,355.13
2009-07-29,356.29
2009-07-30,361.65
2009-07-31,371.38
2009-08-01,276.45
2009-08-03,380.79
2009-08-04,274.94
2009-08-05,303.33
2009-08-06,378.61
2009-08-07,351.35
2009-08-09,390.14
2009-08-10,433.62
2009-08-11,396.03
2009-08-12,388.19
2009-08-13,399.41
2009-08-14,394.12
2009-08-17,387.11
2009-08-18,390.55
2009-08-19,390.25
2009-08-20,402.45
2009-08-21,400.57
2009-08-24,406.83
2009-08-25,413.54
2009-08-26,411.18
2009-08-27,406.49
2009-08-28,410.33
2009-08-31,403.69
2009-09-01,396.98
2009-09-02,394.91
2009-09-03,384.99
2009-09-04,281.01
2009-09-06,330.97
2009-09-07,392.23
2009-09-08,390.14
2009-09-09,389.8
2009-09-10,432.14
2009-09-11,426.42
2009-09-12,438.86
2009-09-14,406.94
2009-09-15,402.32
2009-09-16,407.27
2009-09-17,409.72
2009-09-18,409.27
2009-09-21,
2009-09-22,
2009-09-23,425.67
2009-09-24,422.65
2009-09-25,423.49
2009-09-28,424.13
2009-09-29,429.0
2009-09-30,436.26
2009-10-01,430.14
2009-10-02,295.2
2009-10-03,266.53
2009-10-04,289.76
2009-10-05,419.81
2009-10-06,433.07
2009-10-07,430.6
2009-10-08,396.1
2009-10-09,432.14
2009-10-11,429.23
2009-10-12,437.23
2009-10-13,429.47
2009-10-14,439.43
2009-10-15,441.38
2009-10-16,438.13
2009-10-19,438.78
2009-10-20,444.57
2009-10-21,441.45
2009-10-22,443.93
2009-10-23,443.52
2009-10-26,441.09
2009-10-27,442.78
2009-10-28,430.16
2009-10-29,
2009-10-30,435.67
2009-11-02,283.2
2009-11-03,416.83
2009-11-04,420.05
2009-11-05,426.77
2009-11-06,427.03
2009-11-08,396.03
2009-11-09,426.42
2009-11-10,429.23
2009-11-11,430.1
2009-11-12,429.96
2009-11-13,430.69
2009-11-16,431.55
2009-11-17,430.35
2009-11-18,424.73
2009-11-19,420.52
2009-11-20,416.14
2009-11-23,409.8
2009-11-24,413.1
2009-11-25,410.83
2009-11-26,412.89
2009-11-27,
2009-11-30,
2009-12-01,414.53
2009-12-02,422.4
2009-12-03,434.72
2009-12-04,442.25
2009-12-05,310.91
2009-12-06,332.23
2009-12-07,446.52
2009-12-08,450.1
2009-12-09,438.86
2009-12-10,437.23
2009-12-11,429.96
2009-12-14,444.84
2009-12-15,449.55
2009-12-16,450.94
2009-12-17,448.14
2009-12-18,444.78
2009-12-21,452.08
2009-12-22,455.94
2009-12-23,460.47
2009-12-24,456.45
2009-12-25,456.14
2009-12-28,462.01
2009-12-29,461.51
2009-12-30,459.17
2009-12-31,467.05
2010-01-01,
2010-01-02,490.28
2010-01-03,442.03
2010-01-04,465.86
2010-01-05,481.78
2010-01-06,444.59
2010-01-07,450.44
2010-01-08,495.03
2010-01-09,511.47
2010-01-10,540.64
2010-01-11,495.26
2010-01-12,487.73
2010-01-13,492.31
2010-01-14,501.19
2010-01-15,495.8
2010-01-18,490.79
2010-01-19,497.51
2010-01-20,505.87
2010-01-21,495.09
2010-01-22,491.2
2010-01-25,492.67
2010-01-26,486.91
2010-01-27,498.21
2010-01-28,491.12
2010-01-29,479.73
2010-02-01,490.28
2010-02-02,491.57
2010-02-03,449.36
2010-02-04,483.75
2010-02-05,458.92
2010-02-06,448.71
2010-02-07,450.05
2010-02-08,453.99
2010-02-09,454.7
2010-02-10,466.38
2010-02-11,572.44
2010-02-12,566.58
2010-02-15,461.58
2010-02-16,462.51
2010-02-17,465.8
2010-02-18,462.46
2010-02-19,453.98
2010-02-22,464.52
2010-02-23,456.37
2010-02-24,445.26
2010-02-25,440.63
2010-02-26,429.58
2010-03-01,442.03
2010-03-02,449.36
2010-03-03,448.89
2010-03-04,447.56
2010-03-05,446.59
2010-03-06,458.94
2010-03-08,455.03
2010-03-09,512.99
2010-03-10,451.19
2010-03-11,577.05
2010-03-12,453.26
2010-03-15,450.49
2010-03-16,454.02
2010-03-17,461.16
2010-03-18,463.06
2010-03-19,460.32
2010-03-22,455.47
2010-03-23,458.81
2010-03-24,456.53
2010-03-25,458.8
2010-03-26,462.22
2010-03-29,465.51
2010-03-30,463.47
2010-03-31,464.55
2010-04-01,465.86
2010-04-02,483.75
2010-04-03,447.56
2010-04-05,482.89
2010-04-06,475.12
2010-04-07,481.39
2010-04-08,478.96
2010-04-09,483.08
2010-04-10,538.67
2010-04-11,583.6
2010-04-12,483.67
2010-04-13,482.48
2010-04-14,481.74
2010-04-15,482.12
2010-04-16,483.16
2010-04-19,474.28
2010-04-20,483.24
2010-04-21,482.31
2010-04-22,482.45
2010-04-23,
2010-04-26,482.6
2010-04-27,483.22
2010-04-28,473.87
2010-04-29,481.96
2010-04-30,484.46
2010-05-01,481.78
2010-05-02,458.92
2010-05-03,446.59
2010-05-04,474.69
2010-05-05,479.36
2010-05-06,472.07
2010-05-07,449.96
2010-05-08,497.31
2010-05-10,461.04
2010-05-11,455.32
2010-05-12,463.67
2010-05-13,469.81
2010-05-14,462.54
2010-05-17,450.53
2010-05-18,455.18
2010-05-19,
2010-05-20,445.98
2010-05-21,435.15
2010-05-24,439.51
2010-05-25,436.83
2010-05-26,439.27
2010-05-27,446.35
2010-05-28,449.32
2010-05-31,447.11
2010-06-01,489.31
2010-06-02,448.71
2010-06-03,458.94
2010-06-04,475.12
2010-06-05,472.07
2010-06-07,457.04
2010-06-08,453.45
2010-06-09,512.69
2010-06-10,456.01
2010-06-11,459.89
2010-06-12,560.07
2010-06-14,461.35
2010-06-15,462.86
2010-06-16,466.76
2010-06-17,468.61
2010-06-18,466.81
2010-06-21,465.09
2010-06-22,459.77
2010-06-23,456.94
2010-06-24,455.22
2010-06-25,456.67
2010-06-28,460.36
2010-06-29,456.92
2010-06-30,455.87
2010-07-01,450.44
2010-07-02,450.05
2010-07-04,481.39
2010-07-05,449.96
2010-07-06,447.35
2010-07-07,454.11
2010-07-08,460.72
2010-07-09,461.04
2010-07-10,559.15
2010-07-12,566.62
2010-07-13,462.85
2010-07-14,464.62
2010-07-15,469.54
2010-07-16,465.5
2010-07-19,464.48
2010-07-20,466.24
2010-07-21,466.38
2010-07-22,468.0
2010-07-23,473.19
2010-07-26,470.63
2010-07-27,480.44
2010-07-28,486.85
2010-07-29,488.47
2010-07-30,483.85
2010-08-01,495.03
2010-08-02,490.78
2010-08-03,491.39
2010-08-04,493.64
2010-08-05,497.31
2010-08-06,499.01
2010-08-07,460.72
2010-08-09,510.41
2010-08-10,498.68
2010-08-11,591.03
2010-08-12,491.99
2010-08-13,495.89
2010-08-16,493.22
2010-08-17,492.35
2010-08-18,491.17
2010-08-19,494.71
2010-08-20,493.07
2010-08-23,496.8
2010-08-24,498.46
2010-08-25,502.95
2010-08-26,498.45
2010-08-27,503.71
2010-08-30,
2010-08-31,508.13
2010-09-01,511.47
2010-09-02,454.7
2010-09-03,453.92
2010-09-04,483.08
2010-09-06,512.69
2010-09-07,511.65
2010-09-08,510.41
2010-09-09,
2010-09-10,
2010-09-11,597.47
2010-09-12,559.09
2010-09-13,519.28
2010-09-14,526.55
2010-09-15,528.63
2010-09-16,525.86
2010-09-17,532.66
2010-09-20,530.99
2010-09-21,535.38
2010-09-22,534.55
2010-09-23,533.19
2010-09-24,533.4
2010-09-27,536.09
2010-09-28,534.68
2010-09-29,535.75
2010-09-30,535.68
2010-10-01,540.64
2010-10-02,466.38
2010-10-03,451.19
2010-10-04,538.67
2010-10-05,461.04
2010-10-06,556.48
2010-10-07,559.15
2010-10-08,498.68
2010-10-09,
2010-10-11,600.02
2010-10-12,563.8
2010-10-13,570.68
2010-10-14,568.64
2010-10-15,568.87
2010-10-18,580.87
2010-10-19,582.47
2010-10-20,579.9
2010-10-21,580.05
2010-10-22,585.66
2010-10-25,589.7
2010-10-26,588.69
2010-10-27,580.42
2010-10-28,575.42
2010-10-29,
2010-11-01,495.26
2010-11-02,572.44
2010-11-03,454.71
2010-11-04,583.6
2010-11-05,590.16
2010-11-06,459.89
2010-11-08,492.69
2010-11-09,597.47
2010-11-10,562.05
2010-11-11,593.95
2010-11-12,586.37
2010-11-15,597.21
2010-11-16,
2010-11-17,
2010-11-18,
2010-11-19,
2010-11-22,593.38
2010-11-23,569.07
2010-11-24,557.28
2010-11-25,566.87
2010-11-26,562.8
2010-11-29,565.45
2010-11-30,554.91
2010-12-01,558.94
2010-12-02,566.58
2010-12-03,453.26
2010-12-04,483.67
2010-12-05,463.67
2010-12-06,560.07
2010-12-07,460.1
2010-12-08,560.08
2010-12-09,559.09
2010-12-10,563.8
2010-12-11,586.37
2010-12-13,559.99
2010-12-14,565.18
2010-12-15,560.03
2010-12-16,563.13
2010-12-17,566.12
2010-12-20,549.27
2010-12-21,555.99
2010-12-22,566.37
2010-12-23,570.6
2010-12-24,574.64
2010-12-27,570.53
2010-12-28,580.23
2010-12-29,574.21
2010-12-30,578.81
2010-12-31,578.82
2011-01-02,565.45
2011-01-03,529.09
2011-01-04,589.32
2011-01-05,587.19
2011-01-06,591.65
2011-01-07,552.94
2011-01-08,532.74
2011-01-09,
2011-01-10,587.89
2011-01-11,590.92
2011-01-12,591.0
2011-01-13,593.04
2011-01-14,586.15
2011-01-17,580.81
2011-01-18,582.48
2011-01-19,577.32
2011-01-20,580.1
2011-01-21,570.98
2011-01-24,573.96
2011-01-25,578.24
2011-01-26,581.27
2011-01-27,583.05
2011-01-28,566.85
2011-01-31,548.68
2011-02-01,565.45
2011-02-02,572.82
2011-02-03,572.14
2011-02-04,558.46
2011-02-05,571.26
2011-02-06,539.96
2011-02-07,561.07
2011-02-08,566.72
2011-02-09,495.11
2011-02-10,567.37
2011-02-11,563.12
2011-02-12,484.15
2011-02-14,576.16
2011-02-15,574.45
2011-02-16,571.68
2011-02-17,574.85
2011-02-18,576.84
2011-02-21,568.46
2011-02-22,562.44
2011-02-23,558.74
2011-02-24,523.28
2011-02-25,525.53
2011-02-28,524.96
2011-03-01,529.09
2011-03-02,572.14
2011-03-03,523.41
2011-03-04,526.94
2011-03-05,570.86
2011-03-06,543.43
2011-03-07,521.52
2011-03-08,526.44
2011-03-09,534.07
2011-03-10,500.89
2011-03-11,500.02
2011-03-14,538.44
2011-03-15,527.16
2011-03-16,537.24
2011-03-17,527.79
2011-03-18,525.78
2011-03-21,533.62
2011-03-22,542.44
2011-03-23,546.43
2011-03-24,542.34
2011-03-25,553.66
2011-03-28,550.15
2011-03-29,546.21
2011-03-30,553.29
2011-03-31,558.72
2011-04-01,589.32
2011-04-02,558.46
2011-04-03,526.94
2011-04-04,574.11
2011-04-05,569.3
2011-04-06,583.99
2011-04-07,551.95
2011-04-08,572.43
2011-04-10,498.87
2011-04-11,505.66
2011-04-12,564.12
2011-04-13,568.57
2011-04-14,566.04
2011-04-15,566.01
2011-04-18,566.35
2011-04-19,560.97
2011-04-20,574.49
2011-04-21,571.98
2011-04-22,571.76
2011-04-25,570.45
2011-04-26,568.25
2011-04-27,565.58
2011-04-28,561.01
2011-04-29,564.3
2011-05-01,587.19
2011-05-02,571.26
2011-05-03,570.86
2011-05-04,577.75
2011-05-05,567.66
2011-05-06,564.59
2011-05-07,553.79
2011-05-08,497.1
2011-05-09,488.75
2011-05-10,495.16
2011-05-11,555.24
2011-05-12,485.82
2011-05-13,556.16
2011-05-16,547.86
2011-05-17,552.26
2011-05-18,551.05
2011-05-19,
2011-05-20,544.53
2011-05-23,540.14
2011-05-24,544.21
2011-05-25,548.25
2011-05-26,550.47
2011-05-27,540.6
2011-05-30,538.15
2011-05-31,534.63
2011-06-01,591.65
2011-06-02,539.96
2011-06-03,543.43
2011-06-04,583.99
2011-06-05,564.59
2011-06-06,549.75
2011-06-07,550.46
2011-06-08,550.99
2011-06-09,550.75
2011-06-10,546.07
2011-06-12,486.16
2011-06-13,542.31
2011-06-14,536.87
2011-06-15,534.3
2011-06-16,529.55
2011-06-17,532.52
2011-06-20,533.48
2011-06-21,543.53
2011-06-22,545.94
2011-06-23,539.55
2011-06-24,546.86
2011-06-27,545.21
2011-06-28,551.49
2011-06-29,554.67
2011-06-30,552.05
2011-07-01,589.04
2011-07-02,561.07
2011-07-03,521.52
2011-07-04,551.95
2011-07-05,553.79
2011-07-06,550.46
2011-07-07,549.42
2011-07-08,552.0
2011-07-09,494.74
2011-07-10,494.54
2011-07-11,549.93
2011-07-12,542.88
2011-07-13,548.6
2011-07-14,544.6
2011-07-15,539.87
2011-07-18,532.83
2011-07-19,532.54
2011-07-20,528.97
2011-07-21,512.86
2011-07-22,524.5
2011-07-25,524.02
2011-07-26,527.93
2011-07-27,531.25
2011-07-28,529.02
2011-07-29,531.52
2011-08-01,532.74
2011-08-02,566.72
2011-08-03,529.71
2011-08-04,517.18
2011-08-05,497.1
2011-08-06,550.99
2011-08-07,552.0
2011-08-08,474.53
2011-08-09,451.63
2011-08-10,475.76
2011-08-11,
2011-08-12,465.55
2011-08-15,473.88
2011-08-16,470.14
2011-08-17,475.76
2011-08-18,471.32
2011-08-19,458.11
2011-08-22,467.46
2011-08-23,466.63
2011-08-24,462.93
2011-08-25,474.01
2011-08-26,478.31
2011-08-29,483.65
2011-08-30,
2011-08-31,
2011-09-01,
2011-09-02,495.11
2011-09-03,534.07
2011-09-05,488.75
2011-09-06,550.75
2011-09-07,494.74
2011-09-08,496.79
2011-09-09,501.72
2011-09-11,
2011-09-12,475.15
2011-09-13,501.84
2011-09-14,510.67
2011-09-15,505.56
2011-09-16,510.07
2011-09-19,505.88
2011-09-20,510.82
2011-09-21,526.14
2011-09-22,513.06
2011-09-23,499.15
2011-09-26,503.49
2011-09-27,507.45
2011-09-28,512.64
2011-09-29,509.34
2011-09-30,504.05
2011-10-01,587.89
2011-10-02,567.37
2011-10-03,500.89
2011-10-04,498.87
2011-10-05,495.16
2011-10-06,546.07
2011-10-07,494.54
2011-10-08,475.76
2011-10-10,497.32
2011-10-11,497.79
2011-10-12,502.51
2011-10-13,504.62
2011-10-14,505.27
2011-10-17,510.99
2011-10-18,501.89
2011-10-19,507.58
2011-10-20,490.68
2011-10-21,484.8
2011-10-24,488.07
2011-10-25,494.47
2011-10-26,490.94
2011-10-27,497.56
2011-10-28,508.52
2011-10-31,508.45
2011-11-01,493.32
2011-11-02,563.12
2011-11-03,500.02
2011-11-04,505.66
2011-11-05,555.24
2011-11-07,549.93
2011-11-08,469.07
2011-11-09,
2011-11-10,497.79
2011-11-11,500.52
2011-11-14,502.4
2011-11-15,498.52
2011-11-16,501.84
2011-11-17,498.18
2011-11-18,493.92
2011-11-21,482.73
2011-11-22,480.4
2011-11-23,471.69
2011-11-24,465.72
2011-11-25,449.69
2011-11-28,475.52
2011-11-29,477.36
2011-11-30,483.54
2011-12-01,485.14
2011-12-02,484.15
2011-12-04,564.12
2011-12-05,553.64
2011-12-06,486.16
2011-12-07,488.71
2011-12-08,485.34
2011-12-09,489.61
2011-12-10,502.51
2011-12-12,475.26
2011-12-13,474.02
2011-12-14,467.39
2011-12-15,466.23
2011-12-16,467.84
2011-12-19,466.04
2011-12-20,462.57
2011-12-21,477.08
2011-12-22,471.33
2011-12-23,472.68
2011-12-26,475.31
2011-12-27,477.96
2011-12-28,474.7
2011-12-29,463.37
2011-12-30,473.31
2012-01-02,508.51
2012-01-03,532.52
2012-01-04,471.15
2012-01-05,465.23
2012-01-06,467.67
2012-01-08,602.47
2012-01-09,462.38
2012-01-10,604.74
2012-01-11,627.16
2012-01-12,473.17
2012-01-13,479.87
2012-01-16,478.84
2012-01-17,484.44
2012-01-18,486.51
2012-01-19,487.37
2012-01-20,489.0
2012-01-23,491.37
2012-01-24,489.22
2012-01-25,491.8
2012-01-26,497.5
2012-01-27,509.31
2012-01-30,506.26
2012-01-31,509.79
2012-02-01,508.51
2012-02-02,518.53
2012-02-03,523.96
2012-02-04,552.85
2012-02-05,555.11
2012-02-06,523.25
2012-02-07,569.07
2012-02-08,534.46
2012-02-09,533.63
2012-02-10,608.74
2012-02-11,624.14
2012-02-13,529.04
2012-02-14,530.6
2012-02-15,527.61
2012-02-16,519.16
2012-02-17,528.09
2012-02-20,535.1
2012-02-21,537.91
2012-02-22,541.53
2012-02-23,526.91
2012-02-24,530.65
2012-02-27,522.74
2012-02-28,524.02
2012-02-29,528.93
2012-03-01,466.21
2012-03-02,533.99
2012-03-04,553.61
2012-03-05,551.12
2012-03-06,522.4
2012-03-07,566.59
2012-03-08,529.96
2012-03-09,604.38
2012-03-10,612.43
2012-03-12,643.61
2012-03-13,532.04
2012-03-14,535.2
2012-03-15,540.76
2012-03-16,543.14
2012-03-19,549.65
2012-03-20,544.83
2012-03-21,549.84
2012-03-22,542.75
2012-03-23,541.03
2012-03-26,549.16
2012-03-27,558.18
2012-03-28,551.33
2012-03-29,548.08
2012-03-30,551.68
2012-04-01,471.15
2012-04-02,552.85
2012-04-03,553.61
2012-04-04,546.32
2012-04-05,543.38
2012-04-06,515.92
2012-04-07,567.95
2012-04-09,606.2
2012-04-10,539.06
2012-04-11,533.5
2012-04-12,654.08
2012-04-13,548.94
2012-04-16,540.67
2012-04-17,546.23
2012-04-18,547.54
2012-04-19,545.07
2012-04-20,543.95
2012-04-23,
2012-04-24,542.88
2012-04-25,543.35
2012-04-26,551.13
2012-04-27,558.27
2012-04-30,555.91
2012-05-01,
2012-05-02,555.11
2012-05-03,551.12
2012-05-04,543.38
2012-05-06,518.25
2012-05-07,545.47
2012-05-08,549.0
2012-05-09,607.18
2012-05-10,546.53
2012-05-11,546.86
2012-05-12,664.68
2012-05-14,545.32
2012-05-15,540.28
2012-05-16,537.0
2012-05-17,539.4
2012-05-18,530.59
2012-05-21,531.44
2012-05-22,529.2
2012-05-23,523.75
2012-05-24,526.17
2012-05-25,529.8
2012-05-28,530.42
2012-05-29,535.54
2012-05-30,527.67
2012-05-31,530.28
2012-06-01,467.67
2012-06-02,523.25
2012-06-03,522.4
2012-06-04,515.92
2012-06-05,518.25
2012-06-06,518.63
2012-06-07,518.34
2012-06-08,608.25
2012-06-09,610.75
2012-06-11,618.76
2012-06-12,665.41
2012-06-13,530.16
2012-06-14,528.54
2012-06-15,530.47
2012-06-18,530.32
2012-06-19,531.46
2012-06-20,538.74
2012-06-21,538.68
2012-06-22,543.31
2012-06-25,542.54
2012-06-26,544.3
2012-06-27,550.66
2012-06-28,553.22
2012-06-29,563.92
2012-07-02,569.07
2012-07-03,520.51
2012-07-04,567.95
2012-07-05,568.59
2012-07-06,518.34
2012-07-08,607.56
2012-07-09,575.18
2012-07-10,574.54
2012-07-11,575.48
2012-07-12,665.05
2012-07-13,578.48
2012-07-16,578.79
2012-07-17,582.36
2012-07-18,585.53
2012-07-19,586.9
2012-07-20,587.53
2012-07-23,579.56
2012-07-24,576.47
2012-07-25,578.43
2012-07-26,585.72
2012-07-27,596.65
2012-07-30,604.64
2012-07-31,611.88
2012-08-01,602.47
2012-08-02,534.46
2012-08-03,605.92
2012-08-05,549.0
2012-08-06,608.25
2012-08-07,607.56
2012-08-08,600.12
2012-08-09,598.83
2012-08-10,593.56
2012-08-11,616.06
2012-08-13,598.95
2012-08-14,591.0
2012-08-15,590.82
2012-08-16,589.61
2012-08-17,590.1
2012-08-20,
2012-08-21,
2012-08-22,589.32
2012-08-23,591.32
2012-08-24,586.7
2012-08-27,587.9
2012-08-28,595.17
2012-08-29,595.5
2012-08-30,
2012-08-31,598.65
2012-09-01,462.38
2012-09-02,533.63
2012-09-03,529.59
2012-09-04,606.2
2012-09-05,607.18
2012-09-06,610.75
2012-09-07,575.18
2012-09-08,598.83
2012-09-10,604.73
2012-09-11,612.7
2012-09-12,614.95
2012-09-13,617.94
2012-09-14,615.98
2012-09-17,614.25
2012-09-18,614.22
2012-09-19,616.3
2012-09-20,614.78
2012-09-21,619.01
2012-09-24,620.27
2012-09-25,618.08
2012-09-26,620.59
2012-09-27,615.48
2012-09-28,608.22
2012-10-01,465.73
2012-10-02,608.74
2012-10-03,612.43
2012-10-04,600.26
2012-10-05,609.75
2012-10-07,574.54
2012-10-08,593.56
2012-10-09,614.41
2012-10-10,606.14
2012-10-11,606.15
2012-10-12,670.25
2012-10-15,612.04
2012-10-16,617.23
2012-10-17,619.38
2012-10-18,621.54
2012-10-19,619.54
2012-10-22,621.84
2012-10-23,623.93
2012-10-24,621.53
2012-10-25,
2012-10-26,
2012-10-29,
2012-10-30,620.54
2012-10-31,626.79
2012-11-01,627.16
2012-11-02,624.14
2012-11-04,533.5
2012-11-05,623.63
2012-11-06,526.64
2012-11-07,575.48
2012-11-08,616.06
2012-11-09,612.7
2012-11-10,606.15
2012-11-12,672.97
2012-11-13,614.69
2012-11-14,619.26
2012-11-15,616.23
2012-11-16,616.22
2012-11-19,622.16
2012-11-20,625.42
2012-11-21,621.99
2012-11-22,617.3
2012-11-23,616.77
2012-11-26,620.69
2012-11-27,629.08
2012-11-28,630.42
2012-11-29,636.37
2012-11-30,639.03
2012-12-01,473.17
2012-12-03,527.96
2012-12-04,543.3
2012-12-05,664.68
2012-12-06,525.97
2012-12-07,665.05
2012-12-09,614.95
2012-12-10,670.25
2012-12-11,672.97
2012-12-12,667.02
2012-12-13,668.61
2012-12-14,664.91
2012-12-17,663.5
2012-12-18,671.79
2012-12-19,669.09
2012-12-20,670.83
2012-12-21,673.73
2012-12-24,682.15
2012-12-25,682.93
2012-12-26,682.96
2012-12-27,685.75
2012-12-28,687.92
2012-12-31,689.0
2013-01-01,
2013-01-02,699.9
2013-01-03,722.81
2013-01-04,703.28
2013-01-05,
2013-01-07,706.54
2013-01-08,712.65
2013-01-09,710.78
2013-01-10,721.51
2013-01-11,730.69
2013-01-14,730.38
2013-01-15,731.21
2013-01-16,735.8
2013-01-17,742.23
2013-01-18,743.42
2013-01-21,746.28
2013-01-22,740.51
2013-01-23,743.04
2013-01-24,743.63
2013-01-25,748.49
2013-01-28,739.99
2013-01-29,720.91
2013-01-30,728.17
2013-01-31,700.82
2013-02-01,699.9
2013-02-04,704.47
2013-02-05,712.19
2013-02-06,708.68
2013-02-07,701.84
2013-02-08,764.04
2013-02-09,679.65
2013-02-10,765.78
2013-02-11,695.43
2013-02-12,788.06
2013-02-13,695.62
2013-02-14,682.69
2013-02-15,695.11
2013-02-18,693.31
2013-02-19,693.62
2013-02-20,699.58
2013-02-21,701.57
2013-02-22,694.1
2013-02-25,695.88
2013-02-26,697.57
2013-02-27,706.52
2013-02-28,713.64
2013-03-01,722.81
2013-03-04,721.43
2013-03-05,721.77
2013-03-06,722.65
2013-03-07,721.54
2013-03-08,722.01
2013-03-09,678.87
2013-03-10,768.32
2013-03-11,731.97
2013-03-12,770.41
2013-03-13,746.19
2013-03-14,743.8
2013-03-15,743.31
2013-03-18,735.13
2013-03-19,742.06
2013-03-20,735.47
2013-03-21,737.25
2013-03-22,729.31
2013-03-25,738.23
2013-03-26,736.46
2013-03-27,740.48
2013-03-28,742.63
2013-03-29,747.33
2013-04-01,703.28
2013-04-02,704.47
2013-04-03,721.43
2013-04-04,751.68
2013-04-05,748.12
2013-04-06,719.91
2013-04-07,721.34
2013-04-08,744.01
2013-04-09,745.04
2013-04-10,744.42
2013-04-11,747.49
2013-04-12,746.69
2013-04-15,744.97
2013-04-16,739.66
